date,timestamp,window_start,log_return,session,sequence_reset,internal_state,state_id,confidence,p_state_0,p_state_1,p_state_2,p_state_3,p_state_4,p_state_5,p_state_6
2026-09-25,2026-09-25 09:01:00,2026-09-25 09:00:00,-0.00015514700209532886,AM,True,0,v06::S0,0.4738205371525277,0.4738205371525277,0.273505648341762,0.2015597808201878,5.76121294127484e-08,0.04394458065892597,1.6037628544278364e-10,0.0071693952540907305
2026-09-25,2026-09-25 09:02:00,2026-09-25 09:01:00,0.000723813494531263,AM,False,2,v06::S4,0.5361258717091151,0.09647664728558925,0.04034074993002398,0.5361258717091151,0.19007570103543656,0.11935750375181353,0.007369117706509396,0.010254408581512085
2026-09-25,2026-09-25 09:03:00,2026-09-25 09:02:00,0.0002067076644225355,AM,False,2,v06::S4,0.28863974615569854,0.15385172580898718,0.05665172396554943,0.28863974615569854,0.21580380207604,0.1051384993443682,0.1758692063255137,0.004045296323843058
2026-09-25,2026-09-25 09:04:00,2026-09-25 09:03:00,0.0,AM,False,5,v06::S1,0.3088492485796265,0.2820307192724764,0.053279992445691406,0.08765568603397554,0.20218859588904936,0.06478758127125918,0.3088492485796265,0.0012081765079214424
2026-09-25,2026-09-25 09:05:00,2026-09-25 09:04:00,-0.00015502674242349554,AM,False,5,v06::S1,0.3834394625817794,0.3740040447148433,0.0504388923895382,0.026319776507822887,0.1283608875017024,0.03702762354481288,0.3834394625817794,0.00040931275950091035
2026-09-25,2026-09-25 09:06:00,2026-09-25 09:05:00,0.00020669698296003197,AM,False,0,v06::S0,0.42304421890505883,0.42304421890505883,0.019782504284902414,0.02641886017747643,0.40296317915036745,0.022252867022298835,0.10536408177618747,0.00017428868370850828
2026-09-25,2026-09-25 09:07:00,2026-09-25 09:06:00,0.00030996538968005774,AM,False,3,v06::S2,0.4375490352756971,0.37987954687096653,0.008006710540447605,0.0639953747672636,0.4375490352756971,0.017430196929946278,0.09301713821551577,0.00012199740016299804
2026-09-25,2026-09-25 09:08:00,2026-09-25 09:07:00,-0.00025829781881957854,AM,False,5,v06::S1,0.4915707968809145,0.3675908507383137,0.028433636050116267,0.025519333676702463,0.07528196009541215,0.011529106535857153,0.4915707968809145,7.431602268387284e-05
2026-09-25,2026-09-25 09:09:00,2026-09-25 09:08:00,-0.00020668630260120517,AM,False,0,v06::S0,0.42049003657704603,0.42049003657704603,0.056599221423074345,0.009434938628332121,0.1145222249871413,0.007465961853904004,0.3914442331953717,4.338333513043012e-05
2026-09-25,2026-09-25 09:10:00,2026-09-25 09:09:00,0.00031001343639846304,AM,False,3,v06::S2,0.5014995204515994,0.36725339920958544,0.01893290132621746,0.02973844960224676,0.5014995204515994,0.007326925261588045,0.07521174433344947,3.705981531336329e-05
2026-09-25,2026-09-25 09:11:00,2026-09-25 09:10:00,-0.0001549947046578261,AM,False,0,v06::S0,0.4358286543834954,0.4358286543834954,0.015176247561649632,0.022744228614676763,0.1116218315117997,0.0043036705337313325,0.41030310443545276,2.22629591943642e-05
2026-09-25,2026-09-25 09:12:00,2026-09-25 09:11:00,0.0005681965079646215,AM,False,3,v06::S2,0.6158527175488733,0.20733653793398382,0.021886197753724128,0.09389117405865158,0.6158527175488733,0.00979342162357028,0.05117042049060536,6.953059059142735e-05
2026-09-25,2026-09-25 09:13:00,2026-09-25 09:12:00,0.00015490666904184898,AM,False,3,v06::S2,0.40563500099832456,0.28091879452681967,0.012504479579104506,0.07446112388796737,0.40563500099832456,0.007061622083264453,0.21938249789881573,3.64810257038496e-05
2026-09-25,2026-09-25 09:14:00,2026-09-25 09:13:00,-0.00010326844641802137,AM,False,5,v06::S1,0.40192728456336374,0.38299081487095504,0.026201660450067023,0.02887164845458492,0.15560684991490398,0.004381221946984641,0.40192728456336374,2.0519799140722012e-05
2026-09-25,2026-09-25 09:15:00,2026-09-25 09:14:00,0.001135366793790174,AM,False,2,v06::S4,0.5521036555256227,0.048326418790679754,0.03901504723080277,0.5521036555256227,0.2791615720741401,0.05395392166639963,0.026754056130408103,0.0006853285819468806
2026-09-25,2026-09-25 09:16:00,2026-09-25 09:15:00,5.1576965738662314e-05,AM,False,5,v06::S1,0.3699973190339045,0.10245895284272676,0.0754814194081117,0.20240955464197866,0.20379394591560895,0.04553459741550217,0.3699973190339045,0.0003242107421672426
2026-09-25,2026-09-25 09:17:00,2026-09-25 09:16:00,-0.0006707081381317666,AM,False,1,v06::S3,0.41469518980258063,0.024411006291143393,0.41469518980258063,0.050081688364727525,0.03124712678749113,0.0823148375097386,0.3965502835892104,0.0006998676551082518
2026-09-25,2026-09-25 09:18:00,2026-09-25 09:17:00,0.0005159692596797677,AM,False,3,v06::S2,0.6445151527097043,0.011153430542601518,0.0454566130729708,0.16842096477307453,0.6445151527097043,0.09989968953420149,0.029854405232645508,0.0006997441348017549
2026-09-25,2026-09-25 09:19:00,2026-09-25 09:18:00,0.0013402754725535943,AM,False,2,v06::S4,0.6336227453609068,0.00023832885026277701,0.00926643397373888,0.6336227453609068,0.04536669078456224,0.29691320626689127,0.007728557023565873,0.006864037740072165
