horizon_min,family,time_bucket,observations,mean_gain_vs_student,mean_confidence
1,gaussian_hmm,AM_close_30m,7437,0.17016726412535443,0.7365225780881843
1,gaussian_hmm,AM_middle,22316,0.1906351905045352,0.757388203251568
1,gaussian_hmm,AM_open_30m,7404,0.13869747956877237,0.6734742207536594
1,gaussian_hmm,PM_close_30m,7440,0.14729177161316587,0.7225011599835532
1,gaussian_hmm,PM_middle,7440,0.0875259364686564,0.6901205549080512
1,gaussian_hmm,PM_open_30m,7435,0.14637830150737022,0.7343337378167629
1,student_t_shared,AM_close_30m,7437,0.17438771416596763,0.742211823797065
1,student_t_shared,AM_middle,22316,0.1936846187217737,0.7634764675272259
1,student_t_shared,AM_open_30m,7404,0.13207127751719872,0.6567362870146229
1,student_t_shared,PM_close_30m,7440,0.14678772090619283,0.6440188832420672
1,student_t_shared,PM_middle,7440,0.08553569580961005,0.6811692296011171
1,student_t_shared,PM_open_30m,7435,0.15018055859834886,0.7417078847271236
1,student_t_state,AM_close_30m,7437,0.17499946496534463,0.7413642397186164
1,student_t_state,AM_middle,22316,0.19442414276490208,0.762847656361441
1,student_t_state,AM_open_30m,7404,0.13218070986553937,0.6557690152018093
1,student_t_state,PM_close_30m,7440,0.14662673508691468,0.6481287773599466
1,student_t_state,PM_middle,7440,0.08541595129541588,0.6811236019089371
1,student_t_state,PM_open_30m,7435,0.15076509754372275,0.7413000113529903
2,gaussian_hmm,AM_close_30m,3717,0.15925528266273647,0.7347956748870063
2,gaussian_hmm,AM_middle,11156,0.16490665455009682,0.7195548244421317
2,gaussian_hmm,AM_open_30m,3686,0.1068928220366838,0.6217724102898192
2,gaussian_hmm,PM_close_30m,3720,0.12080957713455873,0.6981754183064901
2,gaussian_hmm,PM_middle,3720,0.06548897729036368,0.6834046680673604
2,gaussian_hmm,PM_open_30m,3717,0.13146073878590986,0.7144246749379249
2,student_t_shared,AM_close_30m,3717,0.16579879270551875,0.724339761472403
2,student_t_shared,AM_middle,11156,0.1703026888634729,0.7142583226589039
2,student_t_shared,AM_open_30m,3686,0.10579418020596487,0.6307273528718262
2,student_t_shared,PM_close_30m,3720,0.12251357699073376,0.6929464824448122
2,student_t_shared,PM_middle,3720,0.06845006798703433,0.6685723083979174
2,student_t_shared,PM_open_30m,3717,0.1379731642581696,0.7102322483324188
2,student_t_state,AM_close_30m,3717,0.16583643818882368,0.7242158694210655
2,student_t_state,AM_middle,11156,0.17034281769860518,0.7138063408800821
2,student_t_state,AM_open_30m,3686,0.10558870576447932,0.6301755588071957
2,student_t_state,PM_close_30m,3720,0.12195099166678319,0.6908706766081353
2,student_t_state,PM_middle,3720,0.06870121470663494,0.66816015022586
2,student_t_state,PM_open_30m,3717,0.13786871601275696,0.7093932953054041
