horizon_min,family,time_bucket,observations,mean_gain_vs_student,mean_confidence
1,gaussian_hmm,AM_close_30m,7221,0.09838521241114323,0.6676779894705179
1,gaussian_hmm,AM_middle,22410,0.08776754821051631,0.6625279312260255
1,gaussian_hmm,AM_open_30m,7470,0.06189787924289679,0.6138142083229209
1,gaussian_hmm,PM_close_30m,7221,0.22824598418309439,0.7377034484238703
1,gaussian_hmm,PM_middle,7470,0.13199683302156498,0.6871202236479476
1,gaussian_hmm,PM_open_30m,7468,0.08269948089971627,0.6321318130892616
1,student_t_shared,AM_close_30m,7221,0.09869345296325674,0.6323658837560251
1,student_t_shared,AM_middle,22410,0.08948702434108986,0.612653545466486
1,student_t_shared,AM_open_30m,7470,0.059944389544327625,0.5750794199753967
1,student_t_shared,PM_close_30m,7221,0.24099186684964324,0.6039054686469495
1,student_t_shared,PM_middle,7470,0.14074119253798245,0.6086887496912178
1,student_t_shared,PM_open_30m,7468,0.08240326033671672,0.5870271640747472
1,student_t_state,AM_close_30m,7221,0.0986924941608888,0.6431709748257101
1,student_t_state,AM_middle,22410,0.08956733294487343,0.6250845981258967
1,student_t_state,AM_open_30m,7470,0.0597241868921209,0.5869158591096498
1,student_t_state,PM_close_30m,7221,0.24127727117199188,0.6247269501823668
1,student_t_state,PM_middle,7470,0.1406951595894859,0.6239510155909833
1,student_t_state,PM_open_30m,7468,0.08216320403688494,0.5982580964103575
2,gaussian_hmm,AM_close_30m,3486,0.07215564736037504,0.6247707348371007
2,gaussian_hmm,AM_middle,11205,0.07269201801379419,0.6295272567631072
2,gaussian_hmm,AM_open_30m,3735,0.03913523469110717,0.5660019454017456
2,gaussian_hmm,PM_close_30m,3486,0.22888380665898225,0.7072486187741456
2,gaussian_hmm,PM_middle,3735,0.13553385080210034,0.6569996333203785
2,gaussian_hmm,PM_open_30m,3734,0.06632861007328147,0.5739630513456819
2,student_t_shared,AM_close_30m,3486,0.07559699198317699,0.666333609223181
2,student_t_shared,AM_middle,11205,0.0766425699211156,0.6690840000307401
2,student_t_shared,AM_open_30m,3735,0.042243088031583616,0.5843511659414644
2,student_t_shared,PM_close_30m,3486,0.24413189595050494,0.7545744168866787
2,student_t_shared,PM_middle,3735,0.1455195897819909,0.7028862987716075
2,student_t_shared,PM_open_30m,3734,0.06792700962598794,0.5848004897537601
2,student_t_state,AM_close_30m,3486,0.07524913559330851,0.6678380923705225
2,student_t_state,AM_middle,11205,0.07591759699665002,0.6706461024946739
2,student_t_state,AM_open_30m,3735,0.04263143512717041,0.5684055442024034
2,student_t_state,PM_close_30m,3486,0.24509723907408473,0.7554635292061054
2,student_t_state,PM_middle,3735,0.14641887365786999,0.703409164136845
2,student_t_state,PM_open_30m,3734,0.06791058151968399,0.5741451891700764
