comparison,left,right,days,block_days,iterations,mean_difference,ci_95_low,ci_95_high,probability_mean_positive
gain_vs_student,h2__gaussian,zero,249,10,2000,-0.11025059199671743,-0.1566453324589943,-0.06657080765449012,0.0
gain_vs_student,h2__gaussian,zero,249,20,2000,-0.11025059199671743,-0.15802747620884564,-0.06367772736495268,0.0
gain_vs_student,h2__gaussian_hmm,zero,249,1,2000,0.09407272805067564,0.07999952088416472,0.10970102687347102,1.0
gain_vs_student,h2__gaussian_hmm,zero,249,5,2000,0.09407272805067564,0.0711045864902321,0.11972076508498976,1.0
gain_vs_student,h2__gaussian_hmm,zero,249,10,2000,0.09407272805067564,0.06799153370115116,0.1252343983432928,1.0
gain_vs_student,h2__gaussian_hmm,zero,249,20,2000,0.09407272805067564,0.06439495332178796,0.1286744694192239,1.0
gain_vs_student,h2__gmm,zero,249,1,2000,-0.006883106641482303,-0.012647666460526829,-0.0030922208660356847,0.0
gain_vs_student,h2__gmm,zero,249,5,2000,-0.006883106641482303,-0.012574917308107215,-0.0030703691520051375,0.0
gain_vs_student,h2__gmm,zero,249,10,2000,-0.006883106641482303,-0.012141429354084588,-0.002906920381565039,0.0
gain_vs_student,h2__gmm,zero,249,20,2000,-0.006883106641482303,-0.012009449510599044,-0.0029424906701892256,0.0
gain_vs_student,h2__student_t,zero,249,1,2000,0.0,0.0,0.0,0.0
gain_vs_student,h2__student_t,zero,249,5,2000,0.0,0.0,0.0,0.0
gain_vs_student,h2__student_t,zero,249,10,2000,0.0,0.0,0.0,0.0
gain_vs_student,h2__student_t,zero,249,20,2000,0.0,0.0,0.0,0.0
gain_vs_student,h2__student_t_shared,zero,249,1,2000,0.09966406055843031,0.08564249919151147,0.11528021577270046,1.0
gain_vs_student,h2__student_t_shared,zero,249,5,2000,0.09966406055843031,0.07679873467796226,0.12554901031097257,1.0
gain_vs_student,h2__student_t_shared,zero,249,10,2000,0.09966406055843031,0.07315825937700293,0.1311033406136994,1.0
gain_vs_student,h2__student_t_shared,zero,249,20,2000,0.09966406055843031,0.06998053266999209,0.13459781047684952,1.0
gain_vs_student,h2__student_t_state,zero,249,1,2000,0.0996224783867346,0.0855906089902089,0.11526763064878348,1.0
gain_vs_student,h2__student_t_state,zero,249,5,2000,0.0996224783867346,0.0767621691587578,0.1254775842775603,1.0
gain_vs_student,h2__student_t_state,zero,249,10,2000,0.0996224783867346,0.0731993860660037,0.13101109832023372,1.0
gain_vs_student,h2__student_t_state,zero,249,20,2000,0.0996224783867346,0.06978579233379628,0.1346656247078763,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,249,1,2000,0.013780678645676952,0.008166595424221233,0.019151648580348492,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,249,5,2000,0.013780678645676952,0.008027448025596347,0.0191663232175946,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,249,10,2000,0.013780678645676952,0.0074027025871550595,0.019530348313436176,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,249,20,2000,0.013780678645676952,0.006041361876180019,0.02059111542064068,1.0
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,249,1,2000,-0.0030597673558721557,-0.005109242366714272,-0.0013453436899133423,0.0005
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,249,5,2000,-0.0030597673558721557,-0.00532908300068232,-0.0009595830331114607,0.0015
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,249,10,2000,-0.0030597673558721557,-0.005383227790835567,-0.0010711899478693479,0.002
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,249,20,2000,-0.0030597673558721557,-0.0054770650283494805,-0.0009313482031529887,0.001
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,249,1,2000,-0.0030609903496283757,-0.005216731539706813,-0.0012283317250217924,0.0005
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,249,5,2000,-0.0030609903496283757,-0.005387856464314552,-0.0009496438822781308,0.0015
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,249,10,2000,-0.0030609903496283757,-0.005322164820434508,-0.001101374792425386,0.002
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,249,20,2000,-0.0030609903496283757,-0.0053467671487961955,-0.0009878395724771726,0.001
hmm_family_difference,h1__student_t_shared,h1__student_t_state,249,1,2000,-1.2229937562196255e-06,-0.0002951064722851512,0.00030146763787089806,0.5245
hmm_family_difference,h1__student_t_shared,h1__student_t_state,249,5,2000,-1.2229937562196255e-06,-0.0002924316695890611,0.0002883229536811742,0.5055
hmm_family_difference,h1__student_t_shared,h1__student_t_state,249,10,2000,-1.2229937562196255e-06,-0.0003189745222884891,0.00033439442483471484,0.493
hmm_family_difference,h1__student_t_shared,h1__student_t_state,249,20,2000,-1.2229937562196255e-06,-0.00036022351395726136,0.00034669387228617105,0.4895
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,249,1,2000,-0.005591332507754729,-0.008037537487298569,-0.0034612134165320743,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,249,5,2000,-0.005591332507754729,-0.008124982406951945,-0.00340046126769982,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,249,10,2000,-0.005591332507754729,-0.007919458962610582,-0.0034273522098030207,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,249,20,2000,-0.005591332507754729,-0.0076293173307097045,-0.003809544641823919,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,249,1,2000,-0.0055497503360589905,-0.008080044530064218,-0.003411841586203607,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,249,5,2000,-0.0055497503360589905,-0.008042753945721905,-0.0034052069845847952,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,249,10,2000,-0.0055497503360589905,-0.007900272755022482,-0.0035747975844484447,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,249,20,2000,-0.0055497503360589905,-0.007480884455237506,-0.003868656699435999,0.0
hmm_family_difference,h2__student_t_shared,h2__student_t_state,249,1,2000,4.158217169573869e-05,-0.0006553705666087235,0.000724114520826861,0.553
hmm_family_difference,h2__student_t_shared,h2__student_t_state,249,5,2000,4.158217169573869e-05,-0.0005908895401776499,0.0006823658022876438,0.5545
hmm_family_difference,h2__student_t_shared,h2__student_t_state,249,10,2000,4.158217169573869e-05,-0.0005672827566293084,0.0006696931661290353,0.5565
hmm_family_difference,h2__student_t_shared,h2__student_t_state,249,20,2000,4.158217169573869e-05,-0.0006700022875275282,0.0007663810844990987,0.555
