fold,horizon_min,family,observations,state_changes,sequence_resets,changes_per_100_bars,one_bar_run_rate,mean_run_bars,mean_confirmation_delay_bars,mean_confirmation_delay_trading_minutes,confidence_threshold
8,1,gaussian_hmm,30938,10741,260,34.71782274225871,0.566948459230979,2.812289791837106,0.3262747755378621,0.3262747755378621,0.6
8,1,student_t_shared,30938,15496,260,50.087271316827206,0.5811754252348311,1.9635694338664635,0.26432217810550196,0.26432217810550196,0.6
8,1,student_t_state,30938,15454,260,49.951515935096,0.5745195367188495,1.9688176148657248,0.24387137854186564,0.24387137854186564,0.6
8,2,gaussian_hmm,15339,5654,260,36.860290762109656,0.6004396347649645,2.59367602299628,0.36730674544559333,0.7346134908911867,0.6
8,2,student_t_shared,15339,4963,260,32.35543386139905,0.5912310932414321,2.93681792073521,0.3650943396226415,0.730188679245283,0.6
8,2,student_t_state,15339,4911,260,32.0164287111285,0.5877006381744343,2.966350802552698,0.3807881773399015,0.761576354679803,0.6
9,1,gaussian_hmm,28322,11156,238,39.389873596497424,0.5700368615060558,2.485694225030718,0.32418436043500776,0.32418436043500776,0.6
9,1,student_t_shared,28322,15334,238,54.14165666266506,0.5787310557410738,1.8187772925764192,0.26075680773311327,0.26075680773311327,0.6
9,1,student_t_state,28322,15309,238,54.05338606030647,0.5759310477905706,1.8217019360648357,0.23979138925876609,0.23979138925876609,0.6
9,2,gaussian_hmm,14042,5702,238,40.60675117504629,0.6067340067340067,2.363973063973064,0.33876221498371334,0.6775244299674267,0.6
9,2,student_t_shared,14042,4265,238,30.373166215638797,0.5669553630912725,3.1183655340883853,0.5050167224080268,1.0100334448160535,0.6
9,2,student_t_state,14042,4617,238,32.87993163367042,0.5932028836251287,2.8922760041194646,0.4053303720155469,0.8106607440310938,0.6
