date,gap_type,log_return
2017-12-28,closing_auction,0.0009207632754466005
2017-12-29,overnight_open,0.0028591870800451606
2017-12-29,lunch,0.0006111224472128971
2017-12-29,closing_auction,-0.003768400854094757
2018-01-02,overnight_open,0.003056548482548874
2018-01-02,lunch,0.00020281918739032607
2018-01-02,closing_auction,0.0024052928012494017
2018-01-03,overnight_open,0.003996009313381923
2018-01-03,lunch,0.002074382133684617
2018-01-03,closing_auction,0.003759031036302841
2018-01-04,overnight_open,0.001184132761216772
2018-01-04,lunch,0.000294507438441432
2018-01-04,closing_auction,0.0047971113580463
2018-01-05,overnight_open,0.00039058686171780383
2018-01-05,lunch,-0.0006890781391921498
2018-01-05,closing_auction,0.003960401216096914
2018-01-08,overnight_open,-0.0026715496025970786
2018-01-08,lunch,0.0009828010619080778
2018-01-08,closing_auction,0.0
2018-01-09,overnight_open,0.004359415961916242
2018-01-09,lunch,0.00048391000218447774
2018-01-09,closing_auction,-9.596468506951692e-05
2018-01-10,overnight_open,0.0009592326874601342
2018-01-10,closing_auction,-0.0019212301778939326
2018-01-11,overnight_open,-0.0019249284095843938
2018-01-11,lunch,-0.00048181162098053334
2018-01-11,closing_auction,0.00171118969410156
2018-01-12,overnight_open,0.0006646726731909598
2018-01-12,lunch,-0.001807888593659479
2018-01-12,closing_auction,0.00047562426580340155
2018-01-15,overnight_open,-0.001427551991185446
2018-01-15,lunch,0.0010445848725347975
2018-01-15,closing_auction,0.002268860871191004
2018-01-16,overnight_open,0.0
2018-01-16,closing_auction,0.0014187753621332205
2018-01-17,overnight_open,0.0013223766921816927
2018-01-17,lunch,0.0
2018-01-17,closing_auction,-0.01367559259974654
2018-01-18,overnight_open,-0.0019550348358033506
2018-01-18,lunch,9.85173144976302e-05
2018-01-18,closing_auction,0.009428586299905128
2018-01-19,overnight_open,0.012087902384734851
2018-01-19,lunch,-0.0007562151792457683
2018-01-19,closing_auction,-0.00879729459303461
2018-01-22,overnight_open,0.004455617173597649
2018-01-22,lunch,-0.0004682744173605029
2018-01-23,overnight_open,0.0011043623430532275
2018-01-23,closing_auction,-0.0022701485345391855
2018-01-24,overnight_open,0.0
2018-01-24,closing_auction,0.0009977777597710276
2018-01-25,overnight_open,0.0028969783070751623
2018-01-25,lunch,0.0012497769882402064
2018-01-25,closing_auction,0.00035752592443777555
2018-01-26,overnight_open,0.0016072867108720599
2018-01-26,lunch,0.0
2018-01-29,overnight_open,0.0017087103397494213
2018-01-29,lunch,-0.0009066183757900878
2018-01-30,overnight_open,-0.005504601055329085
2018-01-30,lunch,0.0004614035979057337
2018-01-30,closing_auction,0.011834457647002798
2018-01-31,overnight_open,-0.001811594698350714
2018-01-31,lunch,0.0015358904406071803
2018-02-01,overnight_open,9.216165160200848e-05
2018-02-01,lunch,-0.0016603638165493448
2018-02-01,closing_auction,0.0055710450494554295
2018-02-02,overnight_open,0.0018501392881613734
2018-02-02,lunch,-0.0009272137891922502
2018-02-02,closing_auction,0.0009203866273287486
2018-02-05,overnight_open,-0.006275398962418696
2018-02-05,lunch,0.00046893318561547833
2018-02-05,closing_auction,-0.0038314223115559487
2018-02-06,overnight_open,-0.029213372465901395
2018-02-06,lunch,0.0010131713126068026
2018-02-07,overnight_open,-0.019086952550343855
2018-02-07,lunch,-0.0003894081046093244
2018-02-07,closing_auction,-0.00927062018952735
2018-02-08,overnight_open,-0.000980873055591948
2018-02-08,lunch,0.0004929751147409076
2018-02-08,closing_auction,-0.0064500347654822925
2018-02-09,overnight_open,-0.04323073358928263
2018-02-09,lunch,0.0011289578866254123
2018-02-12,overnight_open,0.011940440371917849
2018-02-12,lunch,-0.00029692680972348497
2018-02-12,closing_auction,0.008408690148205177
2018-02-13,overnight_open,0.007479179556763394
2018-02-21,overnight_open,0.034991749622502316
2018-02-21,lunch,9.223815899182313e-05
2018-02-21,closing_auction,-0.0010161194352645863
2018-02-22,overnight_open,-0.00928511777567954
2018-02-22,lunch,-0.0013976242666379726
2018-02-23,overnight_open,0.007483664487173048
2018-02-23,lunch,0.0011148273172463632
2018-02-26,overnight_open,0.013560443077267741
2018-02-26,lunch,0.000356887940975755
2018-02-27,overnight_open,0.015065009105423166
2018-02-28,overnight_open,-0.004522848053726601
2018-02-28,lunch,-0.0004515692106537963
2018-03-01,overnight_open,-0.010524502878598319
2018-03-01,lunch,0.0008090979000294046
2018-03-02,overnight_open,-0.01006856888994059
2018-03-02,lunch,0.00036337209702159366
2018-03-05,overnight_open,0.005395696543852055
2018-03-05,lunch,-0.001974157137925647
2018-03-06,overnight_open,0.011555478708103245
2018-03-06,lunch,0.0004596644530487201
2018-03-07,overnight_open,0.000901388198763622
2018-03-07,lunch,-0.0004544421800544344
2018-03-08,overnight_open,0.008245580386751307
2018-03-08,lunch,-0.0004565167849200391
2018-03-09,overnight_open,0.02408659957621277
2018-03-09,lunch,0.001074594891623026
2018-03-12,overnight_open,0.010523099309285843
2018-03-12,lunch,0.00017919541307693447
2018-03-12,closing_auction,0.004326669810732198
2018-03-13,overnight_open,-0.002521615169002032
2018-03-13,lunch,0.0008148852820888633
2018-03-14,overnight_open,0.0030534374868904698
2018-03-14,lunch,-0.0002690944986413437
2018-03-15,overnight_open,-0.0018005046275682082
2018-03-15,lunch,0.0004507956619639815
2018-03-16,overnight_open,0.00948722769757121
2018-03-16,lunch,0.0
2018-03-16,closing_auction,0.0015990054042131624
2018-03-19,overnight_open,0.00124190559739068
2018-03-19,lunch,0.002386530500281789
2018-03-19,closing_auction,-0.0034420403781677323
2018-03-20,overnight_open,-0.003276513889860537
2018-03-20,lunch,0.0007936858302795322
2018-03-21,overnight_open,0.0011465362635347943
2018-03-21,lunch,0.0
2018-03-21,closing_auction,0.0007898547955508199
2018-03-22,overnight_open,0.0047260721609374695
2018-03-22,lunch,0.0
2018-03-22,closing_auction,-0.00525395254115785
2018-03-23,overnight_open,-0.013256932993545701
2018-03-23,lunch,-0.0008911862277732975
2018-03-23,closing_auction,0.0010662876432352517
2018-03-26,overnight_open,0.0
2018-03-26,lunch,0.0010621349909833693
2018-03-27,overnight_open,0.011772536225267194
2018-03-27,lunch,-0.0002610625259572157
2018-03-28,overnight_open,-0.002882979326153223
2018-03-28,lunch,0.0003500481351925631
2018-03-28,closing_auction,8.722578399703197e-05
2018-03-29,overnight_open,0.0021781755507966176
2018-03-29,lunch,0.0002613126620854333
2018-03-29,closing_auction,0.0
2018-03-30,overnight_open,0.0010495015831252018
2018-03-30,lunch,0.0004379242461053669
2018-03-30,closing_auction,-0.00026192866959020856
2018-04-02,overnight_open,0.0015705439054105733
2018-04-02,lunch,0.00017296549381540482
2018-04-02,closing_auction,0.00017213185342438076
2018-04-03,overnight_open,-0.0017226533114461818
2018-04-03,lunch,-0.00025827558147959226
2018-04-03,closing_auction,0.001549453697272067
2018-04-04,overnight_open,0.0045483880172697486
2018-04-04,lunch,-0.0005136106943928518
2018-04-04,closing_auction,-0.002578428587944365
2018-04-05,overnight_open,0.00420800140020527
2018-04-05,lunch,0.0008574859040246615
2018-04-05,closing_auction,0.0012828738128891231
2018-04-06,overnight_open,-0.0008550663197333875
2018-04-06,lunch,-0.00017054660227242441
2018-04-06,closing_auction,-0.0011958658638801883
2018-04-09,overnight_open,0.0005126890653186344
2018-04-09,closing_auction,0.0023791327391707215
2018-04-10,overnight_open,-0.0005942527446833179
2018-04-10,lunch,-0.0001701837989131624
2018-04-10,closing_auction,-0.000851426190217624
2018-04-11,overnight_open,0.0006811989364231627
2018-04-11,lunch,0.0006874624314746542
2018-04-12,overnight_open,-0.00175592670226492
2018-04-12,lunch,0.0009657171199587913
2018-04-12,closing_auction,-0.0008760403538799321
2018-04-13,overnight_open,0.0034995661262643323
2018-04-13,lunch,-0.0007915219620844364
2018-04-16,overnight_open,-0.0008892841848841728
2018-04-16,lunch,-0.00026639435401511213
2018-04-16,closing_auction,0.0
2018-04-17,overnight_open,0.003106281619069831
2018-04-17,lunch,-0.0012485509514575624
2018-04-18,overnight_open,0.0029950691874773114
2018-04-18,lunch,-0.0003545470698370822
2018-04-18,closing_auction,-8.990784451996391e-05
2018-04-19,overnight_open,0.0013477696455909897
2018-04-19,lunch,9.150386610240344e-05
2018-04-20,overnight_open,-0.034950039684653655
2018-04-20,lunch,0.00037061058517423747
2018-04-23,overnight_open,0.0012755103770115917
2018-04-24,overnight_open,0.0029906924997301575
2018-04-26,overnight_open,0.011623011593946778
2018-04-26,lunch,-0.0029168712951232454
2018-04-26,closing_auction,0.0029615026580692276
2018-04-27,overnight_open,-0.000492975114740923
2018-04-27,lunch,0.0011621151801775185
2018-04-27,closing_auction,9.699791462070333e-05
2018-05-02,overnight_open,0.0011632416976669485
2018-05-02,lunch,-0.000983767910132727
2018-05-02,closing_auction,0.004075349808221274
2018-05-03,overnight_open,-0.00327885434596164
2018-05-03,lunch,0.001192250513806406
2018-05-03,closing_auction,0.00098183611225686
2018-05-04,overnight_open,0.001078907465748428
2018-05-04,lunch,-0.00029491275711405844
2018-05-04,closing_auction,-0.0009866799024450975
2018-05-07,overnight_open,0.003940891799876627
2018-05-07,lunch,0.0017550706533159856
2018-05-07,closing_auction,0.0006630985891623242
2018-05-08,overnight_open,-0.0014214643473775366
2018-05-08,lunch,0.0003785369591902321
2018-05-08,closing_auction,-0.004750602758597865
2018-05-09,overnight_open,-0.0019065782705815315
2018-05-09,closing_auction,-0.0007674597460344376
2018-05-10,overnight_open,0.0023006145116615732
2018-05-10,lunch,0.00038343558752008527
2018-05-10,closing_auction,0.0034576473074527077
2018-05-11,overnight_open,-0.002962965130657072
2018-05-11,lunch,0.0004968944201617485
2018-05-11,closing_auction,0.0009675859487358161
2018-05-14,overnight_open,0.0028971531611527873
2018-05-14,lunch,0.0012531933967674807
2018-05-14,closing_auction,0.002842795432930196
2018-05-15,overnight_open,-0.0016099250600691186
2018-05-15,lunch,0.0005640158073938673
2018-05-15,closing_auction,-0.0033373094145182107
2018-05-16,overnight_open,0.0005729017630198422
2018-05-16,lunch,-0.0018287699403531901
2018-05-16,closing_auction,0.0029112102074585343
2018-05-17,overnight_open,-0.0007754944165303904
2018-05-17,lunch,0.0014552512876251247
2018-05-17,closing_auction,-0.008610930625352686
2018-05-18,overnight_open,0.0069341535889987874
2018-05-18,lunch,0.0001998401285626845
2018-05-18,closing_auction,-0.0017513139327349518
2018-05-21,overnight_open,0.00116788334442341
2018-05-21,lunch,0.0018420675139451
2018-05-21,closing_auction,-0.00652776608720806
2018-05-22,overnight_open,-0.002320069634022802
2018-05-22,lunch,0.0002068466239663473
2018-05-22,closing_auction,0.005408792050316452
2018-05-23,overnight_open,-0.002076843944839117
2018-05-23,lunch,-0.000316405634659921
2018-05-23,closing_auction,-0.007580450149171432
2018-05-24,overnight_open,-0.0008229606472080296
2018-05-24,lunch,-0.0002092269073435308
2018-05-24,closing_auction,-0.0010443865179062734
2018-05-25,overnight_open,-0.0010454784015529453
2018-05-25,lunch,0.0003128421736763404
2018-05-25,closing_auction,-0.006324047015909127
2018-05-28,overnight_open,-0.004958509674402458
2018-05-28,lunch,0.0005486968587594479
2018-05-28,closing_auction,-0.0005657708778923452
2018-05-29,overnight_open,-0.0028336658235716063
2018-05-29,lunch,0.0031636965241208176
2018-05-29,closing_auction,0.003252035386377316
2018-05-30,overnight_open,-0.001191185370153118
2018-05-30,lunch,0.0
2018-05-30,closing_auction,-0.004395611473038109
2018-05-31,overnight_open,0.003956918770235996
2018-05-31,lunch,0.003547055903628409
2018-05-31,closing_auction,-0.003714517404415573
2018-06-01,overnight_open,-0.0037283665026628843
2018-06-01,lunch,0.0
2018-06-01,closing_auction,-0.000626435602026649
2018-06-04,overnight_open,-0.0036620496065144803
2018-06-04,lunch,0.0005126890653186344
2018-06-04,closing_auction,-0.00010198358073193654
2018-06-05,overnight_open,0.0035632514158525433
2018-06-05,lunch,0.0014145703076194457
2018-06-05,closing_auction,0.003034903695154111
2018-06-06,overnight_open,0.00302572091653689
2018-06-06,lunch,-0.0010066439344114438
2018-06-06,closing_auction,0.001964637174164816
2018-06-07,overnight_open,0.0012749474585346174
2018-06-07,lunch,-0.0004924895445516657
2018-06-07,closing_auction,0.0009847366625395598
2018-06-08,overnight_open,0.0
2018-06-08,lunch,-0.0002957559049507231
2018-06-08,closing_auction,0.0028530689824064807
2018-06-11,overnight_open,-0.002656044058116185
2018-06-11,lunch,-0.00019495077554681874
2018-06-11,closing_auction,-0.003827098533114961
2018-06-12,overnight_open,-0.004039215382867177
2018-06-12,lunch,-0.0010015023370895213
2018-06-12,closing_auction,0.0014924633385710636
2018-06-13,overnight_open,0.0009937395232964203
2018-06-13,lunch,-0.0015931497943013349
2018-06-13,closing_auction,0.003836510534270921
2018-06-14,overnight_open,-0.000392811553710461
2018-06-14,lunch,-0.0005910747881672184
2018-06-14,closing_auction,-0.004977611073752132
2018-06-15,overnight_open,-0.0009985023295895493
2018-06-15,lunch,-0.00040096231491477984
2018-06-15,closing_auction,0.004972660669378459
2018-06-18,overnight_open,-0.001687931692026384
2018-06-18,lunch,-0.00010009509041945894
2018-06-18,closing_auction,-0.004115232145106544
2018-06-19,overnight_open,-0.007242659699302924
2018-06-19,lunch,-0.0015929488846022659
2018-06-19,closing_auction,0.013849596002467561
2018-06-20,overnight_open,0.005528988034946366
2018-06-20,lunch,0.0038900327664493704
2018-06-20,closing_auction,-0.0015596571916467754
2018-06-21,overnight_open,0.0002080948920214312
2018-06-21,lunch,0.0011653160914028662
2018-06-21,closing_auction,-0.002094241603114737
2018-06-22,overnight_open,-0.01393309430392405
2018-06-22,lunch,0.001460615804795598
2018-06-22,closing_auction,-0.0016528929382995142
2018-06-25,overnight_open,0.005464776192018478
2018-06-25,lunch,-0.001123538241881799
2018-06-25,closing_auction,-0.01001950923779899
2018-06-26,overnight_open,-0.004324999018601346
2018-06-26,lunch,0.0018793072977338883
2018-06-26,closing_auction,0.0
2018-06-27,overnight_open,0.0066924316710383945
2018-06-27,lunch,0.0005130046795932012
2018-06-27,closing_auction,-0.008429976160459375
2018-06-28,overnight_open,-0.0009528347552718544
2018-06-28,lunch,0.0007399968623532001
2018-06-28,closing_auction,0.011543522795382863
2018-06-29,overnight_open,0.0013805556273308924
2018-06-29,lunch,0.001900940481609646
2018-06-29,closing_auction,-0.004020743962917007
2018-07-02,overnight_open,-0.003292096638656026
2018-07-02,lunch,-0.004239367184058178
2018-07-02,closing_auction,-0.000976721549241753
2018-07-03,overnight_open,0.0027107633839878083
2018-07-03,lunch,0.0013268467227469031
2018-07-03,closing_auction,-0.006606597010044649
2018-07-04,overnight_open,-0.003263379928728551
2018-07-04,lunch,0.0014592807214410645
2018-07-04,closing_auction,-0.004246290881451097
2018-07-05,overnight_open,0.0011191942970150324
2018-07-05,lunch,-0.0020503481382720106
2018-07-05,closing_auction,-0.004723239009543601
2018-07-06,overnight_open,0.0035732848809793384
2018-07-06,lunch,0.004514680354526613
2018-07-06,closing_auction,-0.002232143783940783
2018-07-09,overnight_open,0.013428979346043141
2018-07-09,lunch,0.0014205323920747142
2018-07-09,closing_auction,-0.006764400088542037
2018-07-10,overnight_open,0.006764400088542063
2018-07-10,lunch,0.00043989883036446
2018-07-10,closing_auction,-0.002247191956904721
2018-07-11,overnight_open,-0.01587334915629012
2018-07-11,lunch,-0.0018475755833001475
2018-07-11,closing_auction,0.010386706188809623
2018-07-12,overnight_open,0.00011480397234345135
2018-07-12,lunch,0.0016925250866913135
2018-07-12,closing_auction,0.0018281540740626235
2018-07-13,overnight_open,0.007959109667568643
2018-07-13,lunch,-0.0006679283338600194
2018-07-13,closing_auction,0.00890874488910943
2018-07-16,overnight_open,0.008390422373702733
2018-07-16,lunch,0.0005535566152978599
2018-07-16,closing_auction,0.005521825184307947
2018-07-17,overnight_open,-0.0065189999387002305
2018-07-17,lunch,-0.0007710525248449989
2018-07-17,closing_auction,0.0032733253449691085
2018-07-18,overnight_open,0.0038053864893874217
2018-07-18,lunch,0.0011887395358884665
2018-07-18,closing_auction,0.0006425358970257805
2018-07-19,overnight_open,0.001604535831220994
2018-07-19,lunch,-0.0005323396452571098
2018-07-19,closing_auction,0.0005314908442945724
2018-07-20,overnight_open,-0.008752323989151769
2018-07-20,lunch,0.002365846893385308
2018-07-20,closing_auction,0.0009528347552718458
2018-07-23,overnight_open,-0.007754859068163232
2018-07-23,lunch,0.0005284015974993237
2018-07-23,closing_auction,-0.00517577174405907
2018-07-24,overnight_open,0.005390848634876373
2018-07-24,lunch,-0.00021812629598977297
2018-07-24,closing_auction,0.005317141277620339
2018-07-25,overnight_open,0.0038885337396923746
2018-07-25,lunch,0.00021595940047226033
2018-07-25,closing_auction,-0.003287674194191638
2018-07-26,overnight_open,0.0016451881966881474
2018-07-26,lunch,0.0011019284861567347
2018-07-26,closing_auction,0.005669443881868623
2018-07-27,overnight_open,-0.0016321204863469572
2018-07-27,lunch,0.0006487889500934471
2018-07-27,closing_auction,0.0016229378731305688
2018-07-30,overnight_open,0.001944055045795883
2018-07-30,lunch,0.00032070126951879823
2018-07-30,closing_auction,-0.0027694947399393784
2018-07-31,overnight_open,0.00010666097818232129
2018-07-31,lunch,0.000637416360687383
2018-07-31,closing_auction,-0.004783426606894028
2018-08-01,overnight_open,0.0008520609739060925
2018-08-01,lunch,-0.0007444037138562747
2018-08-01,closing_auction,0.00021415569200593842
2018-08-02,overnight_open,-0.00257290021865671
2018-08-02,lunch,-0.0015123693063055345
2018-08-02,closing_auction,0.004165560095447827
2018-08-03,overnight_open,0.0008523333139052919
2018-08-03,lunch,-0.0006360649000625473
2018-08-03,closing_auction,-0.004162447975814736
2018-08-06,overnight_open,0.002136752949735242
2018-08-06,lunch,0.0
2018-08-06,closing_auction,0.0038593529892587603
2018-08-07,overnight_open,0.0009625154478184819
2018-08-07,lunch,0.0
2018-08-07,closing_auction,-0.0003209757690853007
2018-08-08,overnight_open,0.0009626183961681927
2018-08-08,lunch,0.00021285653549938242
2018-08-08,closing_auction,0.0011665519112826373
2018-08-09,overnight_open,0.0029632787055820183
2018-08-09,lunch,0.0
2018-08-09,closing_auction,-0.0020188074645918525
2018-08-10,overnight_open,-0.0015966792470839505
2018-08-10,lunch,-0.0008543358059155315
2018-08-10,closing_auction,0.0002113271351906483
2018-08-13,overnight_open,-0.0038107381777460034
2018-08-13,lunch,0.00031663940314171767
2018-08-14,overnight_open,0.0010474495563311166
2018-08-14,lunch,-0.00010479434120133718
2018-08-14,closing_auction,-0.0010418838200252148
2018-08-15,overnight_open,-0.0011473273748799986
2018-08-15,lunch,-0.0009398987689997588
2018-08-15,closing_auction,-0.005163069264056543
2018-08-16,overnight_open,-0.0050836796626935
2018-08-16,lunch,0.0009589260763575255
2018-08-16,closing_auction,0.0028551809170546845
2018-08-17,overnight_open,0.005791013814777717
2018-08-17,lunch,-0.0003144159749215958
2018-08-17,closing_auction,0.0
2018-08-20,overnight_open,-0.0012679629763028824
2018-08-20,lunch,0.0003155403654894681
2018-08-20,closing_auction,-0.00021161781901004318
2018-08-21,overnight_open,-0.0005292405521784722
2018-08-21,lunch,0.000633111765370336
2018-08-21,closing_auction,0.0038676680210242473
2018-08-22,overnight_open,0.0010427529620555044
2018-08-22,lunch,-0.0002090519501706758
2018-08-22,closing_auction,0.0019873444122623313
2018-08-23,overnight_open,-0.0004180602067577332
2018-08-23,lunch,0.00010424811059740514
2018-08-23,closing_auction,-0.00031225605249815395
2018-08-24,overnight_open,-0.0011457737829694463
2018-08-24,lunch,0.0004170576642662762
2018-08-24,closing_auction,-0.0008342893382027046
2018-08-27,overnight_open,0.002396708280074604
2018-08-27,lunch,0.00010367528908785608
2018-08-27,closing_auction,0.00031151030831838187
2018-08-28,overnight_open,0.00290275965796141
2018-08-28,lunch,0.0
2018-08-28,closing_auction,-0.000517678740142205
2018-08-29,overnight_open,0.0004141644291963026
2018-08-29,lunch,-0.00020723241189079365
2018-08-29,closing_auction,-0.0018693535405258537
2018-08-30,overnight_open,-0.0008319468033926425
2018-08-30,lunch,0.00031131635181123066
2018-08-30,closing_auction,0.0029926238731928087
2018-08-31,overnight_open,-0.00010304497922454727
2018-08-31,lunch,-0.00030856261494495435
2018-08-31,closing_auction,0.002073184115630524
2018-09-04,overnight_open,-0.0012433946270884956
2018-09-04,lunch,0.000623376643563429
2018-09-04,closing_auction,-0.0010454784015529453
2018-09-05,overnight_open,-0.00314300939719914
2018-09-05,lunch,0.00031573962268309583
2018-09-05,closing_auction,0.0012719950835246494
2018-09-06,overnight_open,0.0011645758555097875
2018-09-06,lunch,-0.00031777978128770014
2018-09-06,closing_auction,-0.0012830109746730348
2018-09-07,overnight_open,0.0004278532528633482
2018-09-07,lunch,0.0009656135077845885
2018-09-07,closing_auction,-0.0015885626851378416
2018-09-10,overnight_open,0.000635727929866013
2018-09-10,lunch,0.00021199915279733624
2018-09-10,closing_auction,-0.002027424265935086
2018-09-11,overnight_open,0.0005339313491146681
2018-09-11,lunch,0.0005294086629023802
2018-09-11,closing_auction,0.000734715330872481
2018-09-12,overnight_open,0.0018867930125766356
2018-09-12,lunch,0.0002093364043651881
2018-09-12,closing_auction,-0.0018929440924234907
2018-09-13,overnight_open,0.002943033446503786
2018-09-13,lunch,0.0008377841101603193
2018-09-13,closing_auction,0.0036793734018615194
2018-09-14,overnight_open,0.0031430093971992214
2018-09-14,lunch,0.0005217845148386374
2018-09-14,closing_auction,0.0016706697004821298
2018-09-17,overnight_open,-0.002925506213565142
2018-09-17,lunch,0.0001047065599617123
2018-09-17,closing_auction,0.0
2018-09-18,overnight_open,-0.002317254038802138
2018-09-18,lunch,0.0008429038535093172
2018-09-18,closing_auction,0.002081166203824671
2018-09-19,overnight_open,0.0021805730046281927
2018-09-19,lunch,0.0005176787401420561
2018-09-19,closing_auction,0.0
2018-09-20,overnight_open,0.0010380982973155263
2018-09-20,lunch,0.0005186453101064246
2018-09-20,closing_auction,0.0006181106614845745
2018-09-21,overnight_open,0.004726198050440266
2018-09-21,lunch,-0.0020565559947596105
2018-09-21,closing_auction,0.0014295928095943715
2018-09-24,overnight_open,-0.0013274112328437418
2018-09-24,lunch,0.0
2018-09-24,closing_auction,-0.0025438833357376888
2018-09-25,overnight_open,0.00040745645872867516
2018-09-25,lunch,0.00010174492555968794
2018-09-25,closing_auction,0.0007141035753602447
2018-09-26,overnight_open,0.00030588835313694545
2018-09-26,lunch,0.0005079494191602752
2018-09-26,closing_auction,-0.0015278841780531757
2018-09-27,overnight_open,0.002036660581803555
2018-09-27,lunch,-0.0005088281797056135
2018-09-27,closing_auction,0.0025392324851667533
2018-09-28,overnight_open,0.0014191588798460992
2018-09-28,lunch,0.0
2018-09-28,closing_auction,-0.00010127095051441269
2018-10-01,overnight_open,0.001619105797949694
2018-10-01,lunch,0.0
2018-10-01,closing_auction,-0.002535112649105856
2018-10-02,overnight_open,-0.0008125952707167636
2018-10-02,lunch,0.0002025931935616482
2018-10-02,closing_auction,0.0018309434471091147
2018-10-03,overnight_open,0.0009142161234033101
2018-10-03,lunch,-0.0001015279964322555
2018-10-03,closing_auction,0.0009127326834146999
2018-10-04,overnight_open,0.0005067139708114992
2018-10-04,lunch,-0.0003035361990218945
2018-10-04,closing_auction,0.0034333064120137423
