model_key,fold,event,stable_state_id,cost
h1__gaussian_hmm,2,new,h1__gaussian_hmm::R001,
h1__gaussian_hmm,2,new,h1__gaussian_hmm::R002,
h1__gaussian_hmm,2,new,h1__gaussian_hmm::R003,
h1__gaussian_hmm,2,new,h1__gaussian_hmm::R004,
h1__gaussian_hmm,2,new,h1__gaussian_hmm::R005,
h1__gaussian_hmm,2,new,h1__gaussian_hmm::R006,
h1__gaussian_hmm,2,new,h1__gaussian_hmm::R007,
h1__gaussian_hmm,3,matched,h1__gaussian_hmm::R001,0.04453687763353925
h1__gaussian_hmm,3,matched,h1__gaussian_hmm::R002,0.15300638605438913
h1__gaussian_hmm,3,matched,h1__gaussian_hmm::R003,0.07121941499074409
h1__gaussian_hmm,3,matched,h1__gaussian_hmm::R004,0.13052351815640548
h1__gaussian_hmm,3,matched,h1__gaussian_hmm::R005,0.10594686544795691
h1__gaussian_hmm,3,matched,h1__gaussian_hmm::R006,0.035158232425335854
h1__gaussian_hmm,3,matched,h1__gaussian_hmm::R007,0.030761368548045592
h1__student_t_shared,2,new,h1__student_t_shared::R001,
h1__student_t_shared,2,new,h1__student_t_shared::R002,
h1__student_t_shared,2,new,h1__student_t_shared::R003,
h1__student_t_shared,2,new,h1__student_t_shared::R004,
h1__student_t_shared,2,new,h1__student_t_shared::R005,
h1__student_t_shared,2,new,h1__student_t_shared::R006,
h1__student_t_shared,2,new,h1__student_t_shared::R007,
h1__student_t_shared,3,matched,h1__student_t_shared::R001,0.2288089704487981
h1__student_t_shared,3,matched,h1__student_t_shared::R003,0.5119343583739255
h1__student_t_shared,3,matched,h1__student_t_shared::R004,0.41871210355559985
h1__student_t_shared,3,matched,h1__student_t_shared::R005,0.8022241289876482
h1__student_t_shared,3,matched,h1__student_t_shared::R006,1.1280457255402594
h1__student_t_shared,3,matched,h1__student_t_shared::R007,0.6331912464967
h1__student_t_shared,3,retired,h1__student_t_shared::R002,
h1__student_t_state,2,new,h1__student_t_state::R001,
h1__student_t_state,2,new,h1__student_t_state::R002,
h1__student_t_state,2,new,h1__student_t_state::R003,
h1__student_t_state,2,new,h1__student_t_state::R004,
h1__student_t_state,2,new,h1__student_t_state::R005,
h1__student_t_state,2,new,h1__student_t_state::R006,
h1__student_t_state,2,new,h1__student_t_state::R007,
h1__student_t_state,3,matched,h1__student_t_state::R001,0.02819522397453909
h1__student_t_state,3,matched,h1__student_t_state::R002,0.05552567213494272
h1__student_t_state,3,matched,h1__student_t_state::R003,0.061566014141911554
h1__student_t_state,3,matched,h1__student_t_state::R004,0.059386691988929485
h1__student_t_state,3,matched,h1__student_t_state::R005,0.06352954243773841
h1__student_t_state,3,matched,h1__student_t_state::R006,0.038393064622608705
h1__student_t_state,3,matched,h1__student_t_state::R007,0.044821861231015385
h2__gaussian_hmm,2,new,h2__gaussian_hmm::R001,
h2__gaussian_hmm,2,new,h2__gaussian_hmm::R002,
h2__gaussian_hmm,2,new,h2__gaussian_hmm::R003,
h2__gaussian_hmm,2,new,h2__gaussian_hmm::R004,
h2__gaussian_hmm,2,new,h2__gaussian_hmm::R005,
h2__gaussian_hmm,2,new,h2__gaussian_hmm::R006,
h2__gaussian_hmm,2,new,h2__gaussian_hmm::R007,
h2__gaussian_hmm,3,matched,h2__gaussian_hmm::R001,0.04726680518610359
h2__gaussian_hmm,3,matched,h2__gaussian_hmm::R002,0.15414307758241472
h2__gaussian_hmm,3,matched,h2__gaussian_hmm::R003,0.038063450225104906
h2__gaussian_hmm,3,matched,h2__gaussian_hmm::R004,0.18960717878638558
h2__gaussian_hmm,3,matched,h2__gaussian_hmm::R005,0.15778105812948348
h2__gaussian_hmm,3,matched,h2__gaussian_hmm::R006,0.05192247820718388
h2__gaussian_hmm,3,matched,h2__gaussian_hmm::R007,0.021394406122668977
h2__student_t_shared,2,new,h2__student_t_shared::R001,
h2__student_t_shared,2,new,h2__student_t_shared::R002,
h2__student_t_shared,2,new,h2__student_t_shared::R003,
h2__student_t_shared,2,new,h2__student_t_shared::R004,
h2__student_t_shared,2,new,h2__student_t_shared::R005,
h2__student_t_shared,2,new,h2__student_t_shared::R006,
h2__student_t_shared,2,new,h2__student_t_shared::R007,
h2__student_t_shared,3,matched,h2__student_t_shared::R001,0.045411087765314356
h2__student_t_shared,3,matched,h2__student_t_shared::R002,0.30456083958152935
h2__student_t_shared,3,matched,h2__student_t_shared::R003,0.05802152796481249
h2__student_t_shared,3,matched,h2__student_t_shared::R005,0.6291506554889084
h2__student_t_shared,3,matched,h2__student_t_shared::R006,0.054774912253040375
h2__student_t_shared,3,matched,h2__student_t_shared::R007,0.016553737229213335
h2__student_t_shared,3,retired,h2__student_t_shared::R004,
h2__student_t_state,2,new,h2__student_t_state::R001,
h2__student_t_state,2,new,h2__student_t_state::R002,
h2__student_t_state,2,new,h2__student_t_state::R003,
h2__student_t_state,2,new,h2__student_t_state::R004,
h2__student_t_state,2,new,h2__student_t_state::R005,
h2__student_t_state,2,new,h2__student_t_state::R006,
h2__student_t_state,2,new,h2__student_t_state::R007,
h2__student_t_state,3,matched,h2__student_t_state::R001,0.05649773041458425
h2__student_t_state,3,matched,h2__student_t_state::R002,0.48359393512573556
h2__student_t_state,3,matched,h2__student_t_state::R003,0.13002132392994875
h2__student_t_state,3,matched,h2__student_t_state::R005,0.5830865279084427
h2__student_t_state,3,matched,h2__student_t_state::R006,0.06273071154849459
h2__student_t_state,3,matched,h2__student_t_state::R007,0.013324851347673538
h2__student_t_state,3,retired,h2__student_t_state::R004,
