fold,horizon_min,family,observations,state_changes,sequence_resets,changes_per_100_bars,one_bar_run_rate,mean_run_bars,mean_confirmation_delay_bars,mean_confirmation_delay_trading_minutes,confidence_threshold
2,1,gaussian_hmm,30959,9250,129,29.878226040892795,0.5810854035611472,3.3008849557522124,0.289957264957265,0.289957264957265,0.6
2,1,student_t_shared,30959,8307,129,26.832262023967182,0.6279042200094832,3.6698672356567092,0.303485254691689,0.303485254691689,0.6
2,1,student_t_state,30959,15225,129,49.17794502406409,0.5967825973687638,2.0163475315878596,0.1736236569363887,0.1736236569363887,0.6
2,2,gaussian_hmm,15479,4869,129,31.455520382453646,0.594437775110044,3.0970388155262105,0.3097228332600088,0.6194456665200176,0.6
2,2,student_t_shared,15479,4143,129,26.765294915692227,0.6233614232209738,3.623361423220974,0.2756964457252642,0.5513928914505284,0.6
2,2,student_t_state,15479,4131,129,26.687770527811875,0.6239436619718309,3.633568075117371,0.28670291646070195,0.5734058329214039,0.6
3,1,gaussian_hmm,29032,8332,123,28.699366216588594,0.5842696629213483,3.4337078651685395,0.25500667556742324,0.25500667556742324,0.6
3,1,student_t_shared,29032,14433,123,49.714108569853956,0.6207749381698269,1.994503984611157,0.14384256441468857,0.14384256441468857,0.6
3,1,student_t_state,29032,15485,123,53.33769633507853,0.6016145566376218,1.8600717580727832,0.15645946194105226,0.15645946194105226,0.6
3,2,gaussian_hmm,14514,4723,123,32.54099490147444,0.6048287247214197,2.9950474618241847,0.259047619047619,0.518095238095238,0.6
3,2,student_t_shared,14514,3691,123,25.43061871296679,0.5553224960671211,3.8054535920293655,0.4181229773462783,0.8362459546925566,0.6
3,2,student_t_state,14514,3699,123,25.48573790822654,0.5502354788069074,3.7974882260596545,0.3761638733705773,0.7523277467411545,0.6
