horizon_min,family,time_bucket,observations,mean_gain_vs_student,mean_confidence
1,gaussian_hmm,AM_close_30m,7497,0.19323348208808927,0.7308608237920163
1,gaussian_hmm,AM_middle,22500,0.19044094857759314,0.7325084410582153
1,gaussian_hmm,AM_open_30m,7499,0.1443285795109532,0.6468380516557604
1,gaussian_hmm,PM_close_30m,7498,0.5063519602439065,0.7925239348851859
1,gaussian_hmm,PM_middle,7500,0.3052217994483538,0.7503400070061594
1,gaussian_hmm,PM_open_30m,7497,0.2154673557201102,0.7294480768738834
1,student_t_shared,AM_close_30m,7497,0.19422625174617433,0.7162339653927736
1,student_t_shared,AM_middle,22500,0.20013362592111275,0.7245620664219916
1,student_t_shared,AM_open_30m,7499,0.1463498593669689,0.663446498779867
1,student_t_shared,PM_close_30m,7498,0.4854078952211624,0.7381409958525411
1,student_t_shared,PM_middle,7500,0.3109906261380029,0.7222324847592327
1,student_t_shared,PM_open_30m,7497,0.21974724769694087,0.7168288536666687
1,student_t_state,AM_close_30m,7497,0.2058748599407581,0.6810345498889347
1,student_t_state,AM_middle,22500,0.2070796990217901,0.6967198252354664
1,student_t_state,AM_open_30m,7499,0.14191793591006435,0.6252626538673498
1,student_t_state,PM_close_30m,7498,0.502670052024439,0.6827356693824292
1,student_t_state,PM_middle,7500,0.3167348620743739,0.6791687600155185
1,student_t_state,PM_open_30m,7497,0.22804559704550034,0.6786013949218344
2,gaussian_hmm,AM_close_30m,3748,0.17854304924622943,0.7144451722461281
2,gaussian_hmm,AM_middle,11250,0.17763569500821483,0.7138227138670803
2,gaussian_hmm,AM_open_30m,3749,0.10648430925560433,0.6125109267227388
2,gaussian_hmm,PM_close_30m,3748,0.4435021369786567,0.754244360510433
2,gaussian_hmm,PM_middle,3750,0.25501666961813796,0.7106734012697546
2,gaussian_hmm,PM_open_30m,3748,0.17221651825796425,0.6976128426319389
2,student_t_shared,AM_close_30m,3748,0.18776635628152438,0.7449277747754869
2,student_t_shared,AM_middle,11250,0.19196338712935357,0.7411075128971423
2,student_t_shared,AM_open_30m,3749,0.10726939147823401,0.6161706994228329
2,student_t_shared,PM_close_30m,3748,0.4451640736653672,0.7814443447585545
2,student_t_shared,PM_middle,3750,0.26948969995208766,0.7456505394550808
2,student_t_shared,PM_open_30m,3748,0.19162208662983793,0.7409195116721438
2,student_t_state,AM_close_30m,3748,0.18849082200200243,0.7431032409021967
2,student_t_state,AM_middle,11250,0.19236227981753526,0.7386317965048013
2,student_t_state,AM_open_30m,3749,0.10697932534759651,0.6168094589713815
2,student_t_state,PM_close_30m,3748,0.4442137618830722,0.7821679115331042
2,student_t_state,PM_middle,3750,0.26884339844350613,0.745978658907699
2,student_t_state,PM_open_30m,3748,0.1921208201784486,0.7431943031450321
