comparison,left,right,days,block_days,iterations,mean_difference,ci_95_low,ci_95_high,probability_mean_positive
gain_vs_student,h2__student_t_state,zero,250,5,2000,0.22220064619580093,0.1755703543599078,0.2751830395445954,1.0
gain_vs_student,h2__student_t_state,zero,250,10,2000,0.22220064619580093,0.16579521743337963,0.2918590573055184,1.0
gain_vs_student,h2__student_t_state,zero,250,20,2000,0.22220064619580093,0.15145950750000622,0.30004668206762913,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,250,1,2000,0.03092510741419688,0.022257120986410375,0.03916678255577014,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,250,5,2000,0.03092510741419688,0.023515060423197513,0.03880738149719198,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,250,10,2000,0.03092510741419688,0.023553203797565456,0.03945819872068958,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,250,20,2000,0.03092510741419688,0.02363090138989996,0.03985597576366126,1.0
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,250,1,2000,-0.0026527498350237375,-0.010580503809452859,0.002873766132990867,0.2315
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,250,5,2000,-0.0026527498350237375,-0.009578785808646264,0.0031838823405251405,0.2215
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,250,10,2000,-0.0026527498350237375,-0.00954556461984706,0.0030609860793292276,0.205
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,250,20,2000,-0.0026527498350237375,-0.009316253079225347,0.003799247611193654,0.208
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,250,1,2000,-0.010071797540635035,-0.018861008800879535,-0.00500922088280095,0.0
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,250,5,2000,-0.010071797540635035,-0.018556912107881154,-0.0050098726315017895,0.0
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,250,10,2000,-0.010071797540635035,-0.018676885465219426,-0.004924766993129368,0.0
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,250,20,2000,-0.010071797540635035,-0.01881767906875842,-0.0043883838970955645,0.0
hmm_family_difference,h1__student_t_shared,h1__student_t_state,250,1,2000,-0.007419047705611298,-0.010145544010719,-0.0048804837256034945,0.0
hmm_family_difference,h1__student_t_shared,h1__student_t_state,250,5,2000,-0.007419047705611298,-0.011149683570094798,-0.003941103697120542,0.0
hmm_family_difference,h1__student_t_shared,h1__student_t_state,250,10,2000,-0.007419047705611298,-0.012501273829323142,-0.003062431516622793,0.0005
hmm_family_difference,h1__student_t_shared,h1__student_t_state,250,20,2000,-0.007419047705611298,-0.013405668646221535,-0.0023427824150895177,0.0015
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,250,1,2000,-0.011068227013601878,-0.01468249249550244,-0.008350969666856358,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,250,5,2000,-0.011068227013601878,-0.01522490609359437,-0.008079437083523554,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,250,10,2000,-0.011068227013601878,-0.015758925533977574,-0.007692428274983082,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,250,20,2000,-0.011068227013601878,-0.01644117720328928,-0.007266393618695122,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,250,1,2000,-0.011134193386297278,-0.014988541691519777,-0.008287518037222634,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,250,5,2000,-0.011134193386297278,-0.015417142773584497,-0.008075458350391616,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,250,10,2000,-0.011134193386297278,-0.015921997055749197,-0.007643728879256957,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,250,20,2000,-0.011134193386297278,-0.016613693461166132,-0.007380314314396393,0.0
hmm_family_difference,h2__student_t_shared,h2__student_t_state,250,1,2000,-6.59663726953994e-05,-0.0004140656204106027,0.00027208230034616904,0.3595
hmm_family_difference,h2__student_t_shared,h2__student_t_state,250,5,2000,-6.59663726953994e-05,-0.0004015479946785943,0.0002883285113039777,0.3605
hmm_family_difference,h2__student_t_shared,h2__student_t_state,250,10,2000,-6.59663726953994e-05,-0.0004025679164585126,0.0002954918274022548,0.3575
hmm_family_difference,h2__student_t_shared,h2__student_t_state,250,20,2000,-6.59663726953994e-05,-0.00043223211317309086,0.00033075735106710317,0.342
