fold,horizon_min,family,model_key,log_density,gain_vs_student,observations
2,1,gaussian,h1__gaussian,5.510893419892371,-0.25572277170224444,30959
2,1,gaussian_hmm,h1__gaussian_hmm,6.016720430387232,0.2501042387926157,30959
2,1,gmm,h1__gmm,5.769016005768206,0.00239981417359056,30959
2,1,student_t,h1__student_t,5.766616191594616,0.0,30959
2,1,student_t_shared,h1__student_t_shared,6.023608530714096,0.2569923391194803,30959
2,1,student_t_state,h1__student_t_state,6.024994753607236,0.25837856201261944,30959
2,2,gaussian,h2__gaussian,5.206970774069774,-0.2656239276343884,15479
2,2,gaussian_hmm,h2__gaussian_hmm,5.691225769343181,0.21863106763901852,15479
2,2,gmm,h2__gmm,5.475224089174486,0.0026293874703238198,15479
2,2,student_t,h2__student_t,5.472594701704162,0.0,15479
2,2,student_t_shared,h2__student_t_shared,5.7001449632786505,0.22755026157448716,15479
2,2,student_t_state,h2__student_t_state,5.700606649250255,0.2280119475460928,15479
3,1,gaussian,h1__gaussian,5.337581328633168,-0.29403700643786207,29032
3,1,gaussian_hmm,h1__gaussian_hmm,5.859009889591193,0.2273915545201638,29032
3,1,gmm,h1__gmm,5.629306327744781,-0.0023120073262486865,29032
3,1,student_t,h1__student_t,5.63161833507103,0.0,29032
3,1,student_t_shared,h1__student_t_shared,5.8705803403434755,0.23896200527244615,29032
3,1,student_t_state,h1__student_t_state,5.8704326339189175,0.23881429884788755,29032
3,2,gaussian,h2__gaussian,5.071504236047065,-0.270931354507631,14514
3,2,gaussian_hmm,h2__gaussian_hmm,5.53429249405167,0.191856903496974,14514
3,2,gmm,h2__gmm,5.3327917011970465,-0.009643889357649666,14514
3,2,student_t,h2__student_t,5.342435590554695,0.0,14514
3,2,student_t_shared,h2__student_t_shared,5.546008036018837,0.20357244546414158,14514
3,2,student_t_state,h2__student_t_state,5.545382697248605,0.20294710669390884,14514
