horizon_min,family,time_bucket,observations,mean_gain_vs_student,mean_confidence
1,gaussian_hmm,AM_close_30m,7497,0.1930407622814636,0.7302337266540612
1,gaussian_hmm,AM_middle,22500,0.19001191548891183,0.7315965429060279
1,gaussian_hmm,AM_open_30m,7499,0.14536870563615548,0.6508582487646529
1,gaussian_hmm,PM_close_30m,7498,0.5048025274520603,0.7933483098151297
1,gaussian_hmm,PM_middle,7500,0.30347918736703255,0.7510425527764111
1,gaussian_hmm,PM_open_30m,7497,0.1961972611219838,0.6775867143653075
1,student_t_shared,AM_close_30m,7497,0.20285001389551685,0.7220934622297956
1,student_t_shared,AM_middle,22500,0.20552037835588194,0.7302123390064907
1,student_t_shared,AM_open_30m,7499,0.14598769580668672,0.652435619589622
1,student_t_shared,PM_close_30m,7498,0.503707172312512,0.7552355173156634
1,student_t_shared,PM_middle,7500,0.31549949341469957,0.7315291692186731
1,student_t_shared,PM_open_30m,7497,0.20154613675120814,0.6775879576189384
1,student_t_state,AM_close_30m,7497,0.20571352464485362,0.6780380504322773
1,student_t_state,AM_middle,22500,0.2065206785041218,0.6936999055053527
1,student_t_state,AM_open_30m,7499,0.1451163378264799,0.6193957479075137
1,student_t_state,PM_close_30m,7498,0.5018437311469408,0.6820035554987431
1,student_t_state,PM_middle,7500,0.31515729054614827,0.6769526801150118
1,student_t_state,PM_open_30m,7497,0.20391058720804336,0.6303036917506536
2,gaussian_hmm,AM_close_30m,3748,0.17850198683444143,0.706006751229354
2,gaussian_hmm,AM_middle,11250,0.17758817217557224,0.7103934119519763
2,gaussian_hmm,AM_open_30m,3749,0.10968068981050785,0.598899265219689
2,gaussian_hmm,PM_close_30m,3748,0.4423230402977507,0.7523847428433841
2,gaussian_hmm,PM_middle,3750,0.2507177036695952,0.7016181778229669
2,gaussian_hmm,PM_open_30m,3748,0.13145623260731812,0.6141574703268614
2,student_t_shared,AM_close_30m,3748,0.18799231339680122,0.7460286081624302
2,student_t_shared,AM_middle,11250,0.1912870946943158,0.7464000103541695
2,student_t_shared,AM_open_30m,3749,0.11639131164696681,0.6162497830462064
2,student_t_shared,PM_close_30m,3748,0.44389011587258137,0.7883037211244839
2,student_t_shared,PM_middle,3750,0.2653424707038853,0.7448735194810651
2,student_t_shared,PM_open_30m,3748,0.14013887931197733,0.6327026653235424
2,student_t_state,AM_close_30m,3748,0.18883524840667082,0.7446004627204291
2,student_t_state,AM_middle,11250,0.19158797769969574,0.7439739724456091
2,student_t_state,AM_open_30m,3749,0.11621718089020337,0.6141351844905631
2,student_t_state,PM_close_30m,3748,0.4428214618709477,0.7890835163200595
2,student_t_state,PM_middle,3750,0.2645893129637706,0.744778006933468
2,student_t_state,PM_open_30m,3748,0.13987433527421547,0.6323029208515477
