horizon_min,accepted_returns,rejected_windows,first,last,zero_rate,mean,std,skew,excess_kurtosis,q01,q99,outliers_abs_gt_5std
1,518222,2818,2017-11-06 09:01:00,2026-07-17 14:29:00,0.10711432552072278,-1.550478215323879e-07,0.0006976849185945272,0.11474300997763208,34.37907652714315,-0.002073422935445106,0.002008032803245613,2079
2,258485,2035,2017-11-06 09:02:00,2026-07-17 14:28:00,0.07612047120722673,-2.2605821578237565e-07,0.0009678568276760916,-0.16024126045718243,21.859311083063655,-0.0028955872227694715,0.002785695334567841,1060
