horizon_min,family,time_bucket,observations,mean_gain_vs_student,mean_confidence
1,gaussian_hmm,AM_close_30m,7221,0.09843463622132645,0.6715428443722621
1,gaussian_hmm,AM_middle,22410,0.08766836061844081,0.667796690611838
1,gaussian_hmm,AM_open_30m,7470,0.06225697940906524,0.6161701452832096
1,gaussian_hmm,PM_close_30m,7221,0.2274326702735283,0.7431660090403727
1,gaussian_hmm,PM_middle,7470,0.13349708435885085,0.6948065780985221
1,gaussian_hmm,PM_open_30m,7468,0.09206024416210773,0.670704497623759
1,student_t_shared,AM_close_30m,7221,0.09832401938735316,0.629777360584182
1,student_t_shared,AM_middle,22410,0.08931089808123507,0.6106067379105581
1,student_t_shared,AM_open_30m,7470,0.059664994929791146,0.5740659148622088
1,student_t_shared,PM_close_30m,7221,0.24068190818503124,0.604822665366319
1,student_t_shared,PM_middle,7470,0.1422783910012579,0.6089513304490362
1,student_t_shared,PM_open_30m,7468,0.09421443185705132,0.6193269618915755
1,student_t_state,AM_close_30m,7221,0.09825665237409008,0.6407012758831909
1,student_t_state,AM_middle,22410,0.08932567451661239,0.6237063018128897
1,student_t_state,AM_open_30m,7470,0.05963138937976738,0.5859682745742489
1,student_t_state,PM_close_30m,7221,0.24075624796643566,0.6267365553174962
1,student_t_state,PM_middle,7470,0.14222382856419027,0.6256607740451687
1,student_t_state,PM_open_30m,7468,0.09346372897993697,0.6313797843609164
2,gaussian_hmm,AM_close_30m,3486,0.0745495130798296,0.6963355236282558
2,gaussian_hmm,AM_middle,11205,0.07282389366923317,0.6921586126027549
2,gaussian_hmm,AM_open_30m,3735,0.03502051300874586,0.593107927503089
2,gaussian_hmm,PM_close_30m,3486,0.22685094529357266,0.7282862844057378
2,gaussian_hmm,PM_middle,3735,0.14332792544119502,0.7082441846712395
2,gaussian_hmm,PM_open_30m,3734,0.0918815207680561,0.6824588327382343
2,student_t_shared,AM_close_30m,3486,0.07243375296161167,0.700276104375786
2,student_t_shared,AM_middle,11205,0.07534722082978658,0.6952092508730343
2,student_t_shared,AM_open_30m,3735,0.03482809239142949,0.6012375540317092
2,student_t_shared,PM_close_30m,3486,0.2440356499936982,0.7756583683482043
2,student_t_shared,PM_middle,3735,0.15291228249675573,0.7379739899782365
2,student_t_shared,PM_open_30m,3734,0.09991368185059898,0.7079940018270066
2,student_t_state,AM_close_30m,3486,0.07221449958419014,0.7009393262848935
2,student_t_state,AM_middle,11205,0.07533368709795184,0.6954236491624698
2,student_t_state,AM_open_30m,3735,0.03399269446518832,0.5996691309458397
2,student_t_state,PM_close_30m,3486,0.24409841419054545,0.7784279432582373
2,student_t_state,PM_middle,3735,0.15359124318669873,0.7399892043764946
2,student_t_state,PM_open_30m,3734,0.10057462220270334,0.7104219118885478
