fold,horizon_min,family,model_key,log_density,gain_vs_student,observations
8,1,gaussian,h1__gaussian,5.772824111493359,-0.15223380441075704,30938
8,1,gaussian_hmm,h1__gaussian_hmm,6.051238956824061,0.12618104091994492,30938
8,1,gmm,h1__gmm,5.918464775438696,-0.006593140465420308,30938
8,1,student_t,h1__student_t,5.925057915904116,0.0,30938
8,1,student_t_shared,h1__student_t_shared,6.054465727947383,0.1294078120432665,30938
8,1,student_t_state,h1__student_t_state,6.054427451979406,0.12936953607529034,30938
8,2,gaussian,h2__gaussian,5.39388947954569,-0.15840825044038598,15339
8,2,gaussian_hmm,h2__gaussian_hmm,5.674731815111078,0.1224340851250027,15339
8,2,gmm,h2__gmm,5.541450481534234,-0.010847248451841464,15339
8,2,student_t,h2__student_t,5.552297729986075,0.0,15339
8,2,student_t_shared,h2__student_t_shared,5.680123380816915,0.12782565083083985,15339
8,2,student_t_state,h2__student_t_state,5.680221373336176,0.12792364335009998,15339
9,1,gaussian,h1__gaussian,5.88192994342728,-0.049685603515184425,28322
9,1,gaussian_hmm,h1__gaussian_hmm,6.022136537600833,0.09052099065836815,28322
9,1,gmm,h1__gmm,5.9280013295365785,-0.0036142174058857754,28322
9,1,student_t,h1__student_t,5.9316155469424645,0.0,28322
9,1,student_t_shared,h1__student_t_shared,6.025461695167147,0.09384614822468335,28322
9,1,student_t_state,h1__student_t_state,6.025295774971644,0.09368022802917944,28322
9,2,gaussian,h2__gaussian,5.537570887765987,-0.05763528530135575,14042
9,2,gaussian_hmm,h2__gaussian_hmm,5.666269718921172,0.07106354585382937,14042
9,2,gmm,h2__gmm,5.592654381337254,-0.0025517917300883213,14042
9,2,student_t,h2__student_t,5.595206173067343,0.0,14042
9,2,student_t_shared,h2__student_t_shared,5.670768648373084,0.07556247530574167,14042
9,2,student_t_state,h2__student_t_state,5.670746100601796,0.0755399275344529,14042
