horizon_min,family,model_key,k,internal_state,display_state,model_mean_return_pct,model_scale_pct,model_std_return_pct,model_df,self_transition,expected_duration_observations,expected_duration_trading_minutes,test_count,test_share,test_mean_return_pct,test_std_return_pct,mean_confidence,mean_run_bars,median_run_bars,p90_run_bars,mean_trading_minutes,mean_calendar_minutes,fold,stable_state_id,alignment_cost,alignment_status
1,gaussian_hmm,h1__gaussian_hmm,7,0,0,-3.967018089136416e-05,0.022352929752485918,0.022352929752485918,,0.9797559708349007,49.397281136306674,49.397281136306674,4913,0.1588014739155731,0.0005115541027168179,0.021606143477172556,0.7449597813745625,7.489329268292683,2.0,17.0,7.489329268292683,11.653963414634147,8,h1__gaussian_hmm::R001,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,3,1,0.019892497577061356,0.02853534030366665,0.02853534030366665,,0.37755804550262756,1.606575509209544,1.606575509209544,6834,0.22089339970263105,0.029271144152642294,0.0220016496969186,0.5734402039383011,1.6599465630313335,1.0,3.0,1.6599465630313335,1.90308477046393,8,h1__gaussian_hmm::R002,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,4,2,-0.021888195245309553,0.028828291216981366,0.028828291216981366,,0.32706480712016595,1.4860271993213614,1.4860271993213614,6520,0.21074406878272675,-0.031600908810450655,0.021804107986109426,0.5702252462745927,1.5898561326505731,1.0,3.0,1.5898561326505731,1.7451841014386735,8,h1__gaussian_hmm::R003,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,1,3,0.02973419502130619,0.0642199375911469,0.0642199375911469,,0.5404293346257255,2.1759439305935677,2.1759439305935677,779,0.025179391040144807,0.09068216503416739,0.0520126463082293,0.6089675237899086,1.5009633911368014,1.0,3.0,1.5009633911368014,1.8516377649325626,8,h1__gaussian_hmm::R004,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,6,4,-0.03388190477314094,0.06840092533493769,0.06840092533493769,,0.4351455425582042,1.7703675465870656,1.7703675465870656,522,0.01687245458659254,-0.10151743926786032,0.04795838429137209,0.5954183824276048,1.3082706766917294,1.0,2.0,1.3082706766917294,1.3082706766917294,8,h1__gaussian_hmm::R005,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,2,5,-0.00035041720434166127,0.08366126216340183,0.08366126216340183,,0.9820816868823572,55.80882493985306,55.80882493985306,9729,0.3144676449673541,0.0015454411192828042,0.07981247648023243,0.817438375374369,13.918454935622318,5.0,38.200000000000045,13.918454935622318,17.69384835479256,8,h1__gaussian_hmm::R006,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,5,6,-0.0020531158051521566,0.20135743158994582,0.20135743158994582,,0.966491507383696,29.843180696031613,29.843180696031613,1641,0.0530415670049777,-0.0005089415185040888,0.21330504421558558,0.8256045425130336,6.753086419753086,4.0,17.0,6.753086419753086,9.37448559670782,8,h1__gaussian_hmm::R007,,new_reference
1,student_t_shared,h1__student_t_shared,7,5,0,-4.317221417061754e-05,0.01995163286784297,0.024645693436037137,5.8030266897678935,0.9873688008994292,79.16904737530531,79.16904737530531,4868,0.15734695196845302,0.00010287110826245408,0.023861235478999206,0.7559702863195964,8.51048951048951,2.0,19.0,8.51048951048951,13.604895104895105,8,h1__student_t_shared::R001,,new_reference
1,student_t_shared,h1__student_t_shared,7,2,1,-0.01988095183510642,0.03004595183452022,0.037114923014698646,5.8030266897678935,0.36944380657791753,1.5859014794112392,1.5859014794112392,5776,0.18669597259034199,-0.03502226389559775,0.02551106834152146,0.5648729673713505,1.6098104793756967,1.0,3.0,1.6098104793756967,1.7873467112597548,8,h1__student_t_shared::R002,,new_reference
1,student_t_shared,h1__student_t_shared,7,0,2,0.017493065595212454,0.030535833773737055,0.037720060457521624,5.8030266897678935,0.454682656361559,1.8337945999073615,1.8337945999073615,6809,0.22008533195423105,0.031739374223409764,0.02791117088087298,0.5916619493082377,1.841265548945376,1.0,3.0,1.841265548945376,2.185776095186587,8,h1__student_t_shared::R003,,new_reference
