date,timestamp,window_start,log_return,session,sequence_reset,internal_state,state_id,confidence,p_state_0,p_state_1,p_state_2,p_state_3,p_state_4,p_state_5,p_state_6
2026-01-23,2026-01-23 09:01:00,2026-01-23 09:00:00,0.0002862185775393464,AM,True,2,h1__student_t_state::R003,0.4391362480192938,0.1387947203739817,0.2791099732511429,0.4391362480192938,0.02971223001288872,0.013286779872549278,0.09699686297794695,0.0029631854921967557
2026-01-23,2026-01-23 09:02:00,2026-01-23 09:01:00,-0.0005247966533460907,AM,False,0,h1__student_t_state::R002,0.5947205467273957,0.5947205467273957,0.10843367715408696,0.11044576201612952,0.13672542921536926,0.0037372657211501843,0.03696005263776016,0.008977266528108064
2026-01-23,2026-01-23 09:03:00,2026-01-23 09:02:00,9.543806077100962e-05,AM,False,2,h1__student_t_state::R003,0.47597907622052515,0.22524605140302745,0.1998289315428128,0.47597907622052515,0.036292981521336046,0.0019703064807478216,0.05917212613348585,0.0015105266980649454
2026-01-23,2026-01-23 09:04:00,2026-01-23 09:03:00,0.0,AM,False,1,h1__student_t_state::R001,0.33547537260448346,0.30643017643319803,0.33547537260448346,0.31032181128013586,0.022865115637181632,0.0004453234882227972,0.0240204023430104,0.00044179821376780405
2026-01-23,2026-01-23 09:05:00,2026-01-23 09:04:00,0.0001908488006175756,AM,False,2,h1__student_t_state::R003,0.40966450839315083,0.15613238643167202,0.4070164354615286,0.40966450839315083,0.00969904944269269,0.00015950483249279048,0.01719136433273702,0.00013675110572604462
2026-01-23,2026-01-23 09:06:00,2026-01-23 09:05:00,0.00023850979195758494,AM,False,1,h1__student_t_state::R001,0.4387638241576988,0.14347047038620048,0.4387638241576988,0.3994017847319864,0.005862601808212327,7.496960364715816e-05,0.012370998312777444,5.535099947732083e-05
2026-01-23,2026-01-23 09:07:00,2026-01-23 09:06:00,-0.0001430990486353797,AM,False,1,h1__student_t_state::R001,0.5424434359712493,0.29700464727748677,0.5424434359712493,0.15039737269543033,0.005793977247300352,2.38784146216163e-05,0.004307581263085925,2.9107130825711122e-05
2026-01-23,2026-01-23 09:08:00,2026-01-23 09:07:00,0.0,AM,False,1,h1__student_t_state::R001,0.6910128549918532,0.13685801624960597,0.6910128549918532,0.16690424744383234,0.0028855140966738903,8.178945696550943e-06,0.002316952091574925,1.4236180763195774e-05
2026-01-23,2026-01-23 09:09:00,2026-01-23 09:08:00,-0.0004771447747744641,AM,False,1,h1__student_t_state::R001,0.46643156991998846,0.4264828099599493,0.46643156991998846,0.0938026448204668,0.010145798888333902,1.4529921167364856e-05,0.003075125266506535,4.752122358763684e-05
2026-01-23,2026-01-23 09:10:00,2026-01-23 09:09:00,-0.0007639055038468042,AM,False,0,h1__student_t_state::R002,0.6542660701937406,0.6542660701937406,0.10939822653150982,0.15876969613165673,0.06656965637319581,7.800950085471815e-05,0.010378266526287145,0.000540074742755119
2026-01-23,2026-01-23 09:11:00,2026-01-23 09:10:00,0.00023878316214615038,AM,False,2,h1__student_t_state::R003,0.6445546880658426,0.17419796158711023,0.13096339919286876,0.6445546880658426,0.015287516441632495,0.00013899333995780365,0.03464281823522554,0.0002146231373625343
2026-01-23,2026-01-23 09:12:00,2026-01-23 09:11:00,-0.00023878316214603237,AM,False,0,h1__student_t_state::R002,0.6145110779209034,0.6145110779209034,0.1451134317917924,0.20696522723882269,0.02122825605380662,8.657463765833033e-05,0.011989869721668062,0.00010556263534847467
2026-01-23,2026-01-23 09:13:00,2026-01-23 09:12:00,-0.00033439224521584907,AM,False,0,h1__student_t_state::R002,0.6286250742111339,0.6286250742111339,0.12722049630578627,0.21091417485500502,0.024157643799489446,4.782362324264656e-05,0.008887044423186753,0.00014774278215596475
2026-01-23,2026-01-23 09:14:00,2026-01-23 09:13:00,0.0006209251984658223,AM,False,2,h1__student_t_state::R003,0.7938554806181289,0.1140330868987648,0.03294040289287847,0.7938554806181289,0.011757737067648004,0.00019216947169771863,0.04704292809815525,0.00017819495272676695
2026-01-23,2026-01-23 09:15:00,2026-01-23 09:14:00,0.0,AM,False,0,h1__student_t_state::R002,0.47074940581184055,0.47074940581184055,0.06557550104704916,0.4291989028707434,0.016624813912357313,0.00010209214486480557,0.017676758243375168,7.2525969769704e-05
2026-01-23,2026-01-23 09:16:00,2026-01-23 09:15:00,0.0005728197206606309,AM,False,2,h1__student_t_state::R003,0.7942129737419299,0.13204775788868736,0.020973514329801036,0.7942129737419299,0.01079233512639517,0.0001689338066031904,0.04168574358958247,0.00011874151700066454
2026-01-23,2026-01-23 09:17:00,2026-01-23 09:16:00,0.00023857807580648813,AM,False,2,h1__student_t_state::R003,0.6743775337828721,0.2609017859888174,0.02750348949624812,0.6743775337828721,0.012053231477774646,0.00011843632211531839,0.02498301811883477,6.250481333772777e-05
2026-01-23,2026-01-23 09:18:00,2026-01-23 09:17:00,0.0,AM,False,0,h1__student_t_state::R002,0.46069995941270614,0.46069995941270614,0.06025958907883297,0.45571923911376677,0.011143537512050791,5.025727328847225e-05,0.012074408871607017,5.300873774783027e-05
2026-01-23,2026-01-23 09:19:00,2026-01-23 09:18:00,0.0004292971517672344,AM,False,2,h1__student_t_state::R003,0.7842007695442132,0.15420941573988411,0.03501774134748098,0.7842007695442132,0.0068686220187473045,6.348672576729118e-05,0.01958785062381802,5.21140000890186e-05
2026-01-23,2026-01-23 09:20:00,2026-01-23 09:19:00,-0.000715597673835409,AM,False,0,h1__student_t_state::R002,0.8006938604881231,0.8006938604881231,0.005823511442821656,0.13479874978991246,0.046347506849428816,0.00011007508823103206,0.011991608155378098,0.0002346881861047548
2026-01-23,2026-01-23 09:21:00,2026-01-23 09:20:00,-0.0006683534883824565,AM,False,0,h1__student_t_state::R002,0.7037590172005375,0.7037590172005375,0.004207205864591638,0.17169789747168923,0.09702216573394011,0.00017059244001174,0.022110274606299208,0.0010328466829305635
2026-01-23,2026-01-23 09:22:00,2026-01-23 09:21:00,0.0006683534883823744,AM,False,2,h1__student_t_state::R003,0.7084066970705399,0.09746080679278733,0.0030185863588904904,0.7084066970705399,0.028876935000962157,0.0010693469227266404,0.1603970851595392,0.0007705426945541212
2026-01-23,2026-01-23 09:23:00,2026-01-23 09:22:00,-0.00023864639876520043,AM,False,0,h1__student_t_state::R002,0.6579955919896535,0.6579955919896535,0.0059199897919370225,0.21064267504860268,0.08378053070505576,0.0004308277238499912,0.040809087214235325,0.00042129752666577794
2026-01-23,2026-01-23 09:24:00,2026-01-23 09:23:00,-0.00014321518105401784,AM,False,0,h1__student_t_state::R002,0.5369536216836034,0.5369536216836034,0.03068450486374166,0.3534400989886665,0.044697380311775406,0.00016244273608467086,0.03366382818677219,0.00039812322935610703
2026-01-23,2026-01-23 09:25:00,2026-01-23 09:24:00,-0.00014323569457976091,AM,False,0,h1__student_t_state::R002,0.552405096720501,0.552405096720501,0.06417980557000345,0.3340122089386498,0.02871498532437616,0.00011743527759361456,0.020362403876083505,0.00020806429279240015
2026-01-23,2026-01-23 09:26:00,2026-01-23 09:25:00,0.0006682577814316185,AM,False,2,h1__student_t_state::R003,0.7762519038642276,0.11802883382753028,0.01417941745602513,0.7762519038642276,0.016162755973427503,0.000397039188097939,0.07471917414233334,0.0002608755483580943
2026-01-23,2026-01-23 09:27:00,2026-01-23 09:26:00,-4.771789183251462e-05,AM,False,0,h1__student_t_state::R002,0.5303385866556299,0.5303385866556299,0.031038699489824215,0.38563144082080986,0.02814506542503271,0.00016750759527513364,0.02455042278870697,0.0001282772247210767
2026-01-23,2026-01-23 09:28:00,2026-01-23 09:27:00,-0.0001908943405625312,AM,False,0,h1__student_t_state::R002,0.6094553459871034,0.6094553459871034,0.055583777111059746,0.2985475878170715,0.022748625065490774,6.517875471527256e-05,0.013459191052680829,0.000140294211878493
2026-01-23,2026-01-23 09:29:00,2026-01-23 09:28:00,0.00033404118561205696,AM,False,2,h1__student_t_state::R003,0.7549846350144523,0.16515707684057251,0.049793478665492386,0.7549846350144523,0.009084800691192205,7.416384277770335e-05,0.020821783831856174,8.406111365665995e-05
2026-01-23,2026-01-23 09:30:00,2026-01-23 09:29:00,4.771106181873072e-05,AM,False,2,h1__student_t_state::R003,0.4798080119552618,0.406742656798673,0.09423446811277417,0.4798080119552618,0.008082897722088117,4.556835639129525e-05,0.011047443723416508,3.895333139510347e-05
2026-01-23,2026-01-23 09:31:00,2026-01-23 09:30:00,0.00023852116988454572,AM,False,2,h1__student_t_state::R003,0.6579492782454269,0.21502226033413102,0.11130609350295409,0.6579492782454269,0.0055378198759014055,3.126539430013928e-05,0.010124005911278136,2.9276736008215805e-05
