fold,horizon_min,family,observations,state_changes,sequence_resets,changes_per_100_bars,one_bar_run_rate,mean_run_bars,mean_confirmation_delay_bars,mean_confirmation_delay_trading_minutes,confidence_threshold
0,1,gaussian_hmm,31149,10982,136,35.25634851841151,0.6123403489836301,2.801672962763087,0.34821619312112795,0.34821619312112795,0.6
0,1,student_t_shared,31149,12445,136,39.95312851134868,0.5824656227644861,2.4758763214370876,0.2929654232669051,0.2929654232669051,0.6
0,1,student_t_state,31149,16254,136,52.181450447847446,0.6012812690665039,1.9004881025015252,0.2181221812218122,0.2181221812218122,0.6
0,2,gaussian_hmm,15568,3479,136,22.347122302158272,0.530567081604426,4.306500691562932,0.42589531680440773,0.8517906336088155,0.6
0,2,student_t_shared,15568,5184,136,33.29907502569373,0.6313909774436091,2.9263157894736844,0.25687352710133543,0.5137470542026709,0.6
0,2,student_t_state,15568,5036,136,32.348406988694755,0.621616395978345,3.0100541376643464,0.2671726755218216,0.5343453510436432,0.6
1,1,gaussian_hmm,28763,12469,128,43.35083266696798,0.6196713503215051,2.2833214257362866,0.3126999059266228,0.3126999059266228,0.6
1,1,student_t_shared,28763,8527,128,29.645725411118452,0.5595609474292317,3.3232813402657424,0.2419326083080763,0.2419326083080763,0.6
1,1,student_t_state,28763,13665,128,47.50895247366408,0.5810193576451823,2.08533313999855,0.21792122785238685,0.21792122785238685,0.6
1,2,gaussian_hmm,14377,6347,128,44.1469013006886,0.6364478764478765,2.2203861003861003,0.2592057761732852,0.5184115523465704,0.6
1,2,student_t_shared,14377,5745,128,39.95965778674272,0.6439639026051421,2.447982291844032,0.24396053079278665,0.4879210615855733,0.6
1,2,student_t_state,14377,5761,128,40.070946650900744,0.6467991169977925,2.441331295635931,0.23858921161825727,0.47717842323651455,0.6
