horizon_min,family,model_key,k,internal_state,display_state,model_mean_return_pct,model_scale_pct,model_std_return_pct,model_df,self_transition,expected_duration_observations,expected_duration_trading_minutes,test_count,test_share,test_mean_return_pct,test_std_return_pct,mean_confidence,mean_run_bars,median_run_bars,p90_run_bars,mean_trading_minutes,mean_calendar_minutes,fold,stable_state_id,alignment_cost,alignment_status
1,gaussian_hmm,h1__gaussian_hmm,7,0,0,2.113446344471068e-05,0.017186654807074386,0.017186654807074386,,0.9789347219407663,47.471483508932856,47.471483508932856,3350,0.1075475938232367,-7.644826335001754e-06,0.017147327802949995,0.7681101464818781,9.710144927536232,3.0,25.600000000000023,9.710144927536232,12.843478260869565,0,h1__gaussian_hmm::R001,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,6,1,0.008904204428196675,0.023442878088433386,0.023442878088433386,,0.5714517886996843,2.3334597453242556,2.3334597453242556,7168,0.2301197470223763,0.013906623130480713,0.017788004680779994,0.5297341135452877,2.0764774044032444,2.0,4.0,2.0764774044032444,2.5240440324449596,0,h1__gaussian_hmm::R002,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,4,2,-0.02120826361645659,0.025842313496349262,0.025842313496349262,,0.2792936128353188,1.387527594883796,1.387527594883796,5090,0.16340813509261934,-0.030511439305304686,0.018021066812336287,0.5466447841882726,1.2763289869608827,1.0,2.0,1.2763289869608827,1.4794383149448345,0,h1__gaussian_hmm::R003,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,1,3,0.0403490238038271,0.032472790723489076,0.032472790723489076,,0.15900201968584543,1.1890634976631578,1.1890634976631578,2042,0.06555587659314906,0.05738658639629889,0.021919508768449048,0.488979265551164,1.306461932181702,1.0,2.0,1.306461932181702,1.364043506078055,0,h1__gaussian_hmm::R004,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,2,4,-0.011442310675108152,0.06049851208829917,0.06049851208829917,,0.5592538168000393,2.268879545909336,2.268879545909336,1304,0.04186330219268676,-0.04771814216868522,0.07560633252992781,0.5752181014320698,1.5057736720554273,1.0,3.0,1.5057736720554273,1.5057736720554273,0,h1__gaussian_hmm::R005,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,5,5,0.0014973922505001353,0.07890181634541658,0.07890181634541658,,0.9848104180472933,65.83459657504304,65.83459657504304,10520,0.33773154836431346,0.001935084994368325,0.07737107497065311,0.8158833525844729,15.748502994011975,5.0,42.0,15.748502994011975,21.28293413173653,0,h1__gaussian_hmm::R006,,new_reference
1,gaussian_hmm,h1__gaussian_hmm,7,3,6,-0.0076623926628575315,0.18744855015381795,0.18744855015381795,,0.9635903148754896,27.465219668346357,27.465219668346357,1675,0.05377379691161835,-0.011707798836328926,0.19627241017196284,0.8318142979850754,7.0974576271186445,3.0,15.0,7.0974576271186445,9.385593220338983,0,h1__gaussian_hmm::R007,,new_reference
1,student_t_shared,h1__student_t_shared,7,0,0,-6.239713768244241e-05,0.014101207785069398,0.01640930064005348,7.6472875068029,0.9829962103809332,58.810419465474574,58.810419465474574,2238,0.07184821342579216,-0.00017946508952986704,0.01565033574339139,0.7282257783458073,7.5608108108108105,2.0,19.0,7.5608108108108105,9.08108108108108,0,h1__student_t_shared::R001,,new_reference
1,student_t_shared,h1__student_t_shared,7,4,1,-0.009426074068078102,0.024311800680729825,0.028291168568805626,7.6472875068029,0.3527849235158024,1.54508143634756,1.54508143634756,3416,0.10966644194035122,-0.025892157252371595,0.018077327249172815,0.5008995734643183,1.4730487278999569,1.0,2.200000000000273,1.4730487278999569,1.5894782233721432,0,h1__student_t_shared::R002,,new_reference
1,student_t_shared,h1__student_t_shared,7,6,2,0.009006212715842352,0.0251325452293978,0.029246253002214073,7.6472875068029,0.459654703450266,1.85066846400866,1.85066846400866,4661,0.149635622331375,0.02136844731623987,0.02098746834344419,0.5328732683636977,1.8591942560829677,1.0,4.0,1.8591942560829677,2.188272836059035,0,h1__student_t_shared::R003,,new_reference
1,student_t_shared,h1__student_t_shared,7,1,3,0.024301267353736056,0.039314155219696535,0.04574911612130062,7.6472875068029,0.37920324672489714,1.6108331667721452,1.6108331667721452,5230,0.16790266140165014,0.04446337164767527,0.03154961156178368,0.5700560816590404,1.5482534043812908,1.0,3.0,1.5482534043812908,1.8679692125518057,0,h1__student_t_shared::R004,,new_reference
1,student_t_shared,h1__student_t_shared,7,2,4,-0.019478326951973487,0.041012587562658624,0.0477255487331202,7.6472875068029,0.44037896684611205,1.7869235442496563,1.7869235442496563,6149,0.19740601624450224,-0.03783196674639898,0.03395656956088264,0.5840898423276507,1.736024844720497,1.0,3.0,1.736024844720497,2.1679841897233203,0,h1__student_t_shared::R005,,new_reference
1,student_t_shared,h1__student_t_shared,7,5,5,0.0008153197363487798,0.07781262007756853,0.09054902926790677,7.6472875068029,0.9887486674852147,88.87836162391514,88.87836162391514,8127,0.2609072522392372,-6.027017518779418e-05,0.08987321214564548,0.8121271046545422,18.140625,5.0,48.30000000000001,18.140625,24.986607142857142,0,h1__student_t_shared::R006,,new_reference
1,student_t_shared,h1__student_t_shared,7,3,6,-0.003725524223297309,0.16006275920354454,0.1862619129567364,7.6472875068029,0.9876527533666145,80.9897161441741,80.9897161441741,1328,0.04263379241709204,-0.007616426119175278,0.19718694437721287,0.8733931987740782,14.593406593406593,6.0,38.0,14.593406593406593,20.52747252747253,0,h1__student_t_shared::R007,,new_reference
1,student_t_state,h1__student_t_state,7,0,0,0.00011585630413489173,0.016466173987885035,0.02021643018023287,5.941797406240571,0.9887863908768563,89.17735485679658,89.17735485679658,4809,0.15438697871520754,0.00012601422508650155,0.02106599933879249,0.8047720618675263,11.729268292682926,3.0,32.10000000000002,11.729268292682926,15.024390243902438,0,h1__student_t_state::R001,,new_reference
