comparison,left,right,days,block_days,iterations,mean_difference,ci_95_low,ci_95_high,probability_mean_positive
gain_vs_student,h1__gaussian,zero,250,1,2000,-0.16611291505977732,-0.2073994316464959,-0.13394451528077655,0.0
gain_vs_student,h1__gaussian,zero,250,5,2000,-0.16611291505977732,-0.2158269078973194,-0.1209406042281283,0.0
gain_vs_student,h1__gaussian,zero,250,10,2000,-0.16611291505977732,-0.21774029566603065,-0.11612234334341508,0.0
gain_vs_student,h1__gaussian,zero,250,20,2000,-0.16611291505977732,-0.2150902477810637,-0.111205123144889,0.0
gain_vs_student,h1__gaussian_hmm,zero,250,1,2000,0.12748909967973673,0.11199003912686502,0.14407606903022688,1.0
gain_vs_student,h1__gaussian_hmm,zero,250,5,2000,0.12748909967973673,0.10452888028465682,0.15458997275556186,1.0
gain_vs_student,h1__gaussian_hmm,zero,250,10,2000,0.12748909967973673,0.10109586697314216,0.1579893561364546,1.0
gain_vs_student,h1__gaussian_hmm,zero,250,20,2000,0.12748909967973673,0.10390390412070265,0.15498580282145466,1.0
gain_vs_student,h1__gmm,zero,250,1,2000,-0.003993657036229506,-0.0058158761158104465,-0.0021447707286128322,0.0
gain_vs_student,h1__gmm,zero,250,5,2000,-0.003993657036229506,-0.006479744696844245,-0.0012015797636841371,0.0025
gain_vs_student,h1__gmm,zero,250,10,2000,-0.003993657036229506,-0.0072043852291996235,-0.000528270488332442,0.0125
gain_vs_student,h1__gmm,zero,250,20,2000,-0.003993657036229506,-0.007548628367786233,-0.0001508198705314077,0.0215
gain_vs_student,h1__student_t,zero,250,1,2000,0.0,0.0,0.0,0.0
gain_vs_student,h1__student_t,zero,250,5,2000,0.0,0.0,0.0,0.0
gain_vs_student,h1__student_t,zero,250,10,2000,0.0,0.0,0.0,0.0
gain_vs_student,h1__student_t,zero,250,20,2000,0.0,0.0,0.0,0.0
gain_vs_student,h1__student_t_shared,zero,250,1,2000,0.13506800910346747,0.11954449366161753,0.1518877007451682,1.0
gain_vs_student,h1__student_t_shared,zero,250,5,2000,0.13506800910346747,0.11229279651426095,0.16221810780828422,1.0
gain_vs_student,h1__student_t_shared,zero,250,10,2000,0.13506800910346747,0.10823413347202025,0.16635589758375682,1.0
gain_vs_student,h1__student_t_shared,zero,250,20,2000,0.13506800910346747,0.11090485319278026,0.1631736761465664,1.0
gain_vs_student,h1__student_t_state,zero,250,1,2000,0.13181338307587498,0.11651413873514394,0.1479939901960962,1.0
gain_vs_student,h1__student_t_state,zero,250,5,2000,0.13181338307587498,0.10946266627822297,0.15834771543248224,1.0
gain_vs_student,h1__student_t_state,zero,250,10,2000,0.13181338307587498,0.10583263338275745,0.1622680394944192,1.0
gain_vs_student,h1__student_t_state,zero,250,20,2000,0.13181338307587498,0.10835706663752728,0.1592780163443944,1.0
gain_vs_student,h2__gaussian,zero,250,1,2000,-0.1737636741093148,-0.21000685721972764,-0.14203125513103707,0.0
gain_vs_student,h2__gaussian,zero,250,5,2000,-0.1737636741093148,-0.22070593651624154,-0.13060919651203032,0.0
gain_vs_student,h2__gaussian,zero,250,10,2000,-0.1737636741093148,-0.2205117573352455,-0.12699080141433927,0.0
gain_vs_student,h2__gaussian,zero,250,20,2000,-0.1737636741093148,-0.2202698114056979,-0.1227475405701871,0.0
gain_vs_student,h2__gaussian_hmm,zero,250,1,2000,0.10990552530459986,0.09542624694069955,0.12512645590470145,1.0
gain_vs_student,h2__gaussian_hmm,zero,250,5,2000,0.10990552530459986,0.08911261360625229,0.133578474168595,1.0
gain_vs_student,h2__gaussian_hmm,zero,250,10,2000,0.10990552530459986,0.08701064067094047,0.13620391802035564,1.0
gain_vs_student,h2__gaussian_hmm,zero,250,20,2000,0.10990552530459986,0.08849721880773782,0.1338317225488375,1.0
