comparison,left,right,days,block_days,iterations,mean_difference,ci_95_low,ci_95_high,probability_mean_positive
gain_vs_student,h1__gaussian,zero,248,1,2000,-0.24246622410146043,-0.25749284970376135,-0.22791216756069266,0.0
gain_vs_student,h1__gaussian,zero,248,5,2000,-0.24246622410146043,-0.26941013210901466,-0.21588096827786807,0.0
gain_vs_student,h1__gaussian,zero,248,10,2000,-0.24246622410146043,-0.2767263774312679,-0.20626046449800345,0.0
gain_vs_student,h1__gaussian,zero,248,20,2000,-0.24246622410146043,-0.2837775143238966,-0.2014760094820128,0.0
gain_vs_student,h1__gaussian_hmm,zero,248,1,2000,0.1549321394726706,0.14336409476303733,0.1666146467281143,1.0
gain_vs_student,h1__gaussian_hmm,zero,248,5,2000,0.1549321394726706,0.1365693945849205,0.1745859218477174,1.0
gain_vs_student,h1__gaussian_hmm,zero,248,10,2000,0.1549321394726706,0.1302411129878768,0.1799524474021386,1.0
gain_vs_student,h1__gaussian_hmm,zero,248,20,2000,0.1549321394726706,0.12836433472663306,0.18426119417091888,1.0
gain_vs_student,h1__gmm,zero,248,1,2000,-0.011199746902984512,-0.013126864583696708,-0.009340468402415763,0.0
gain_vs_student,h1__gmm,zero,248,5,2000,-0.011199746902984512,-0.014895769520607007,-0.0075984984315712965,0.0
gain_vs_student,h1__gmm,zero,248,10,2000,-0.011199746902984512,-0.016161337425260453,-0.006523831278444494,0.0
gain_vs_student,h1__gmm,zero,248,20,2000,-0.011199746902984512,-0.01738994080654623,-0.00541501622557083,0.0
gain_vs_student,h1__student_t,zero,248,1,2000,0.0,0.0,0.0,0.0
gain_vs_student,h1__student_t,zero,248,5,2000,0.0,0.0,0.0,0.0
gain_vs_student,h1__student_t,zero,248,10,2000,0.0,0.0,0.0,0.0
gain_vs_student,h1__student_t,zero,248,20,2000,0.0,0.0,0.0,0.0
gain_vs_student,h1__student_t_shared,zero,248,1,2000,0.15602988871578297,0.1443510228887267,0.16787360825897243,1.0
gain_vs_student,h1__student_t_shared,zero,248,5,2000,0.15602988871578297,0.13746510855518698,0.17628370436433055,1.0
gain_vs_student,h1__student_t_shared,zero,248,10,2000,0.15602988871578297,0.13048731860306215,0.18192669275304874,1.0
gain_vs_student,h1__student_t_shared,zero,248,20,2000,0.15602988871578297,0.12833930556391157,0.18683855499675606,1.0
gain_vs_student,h1__student_t_state,zero,248,1,2000,0.15648093092231738,0.1448458258327065,0.16824917779444956,1.0
gain_vs_student,h1__student_t_state,zero,248,5,2000,0.15648093092231738,0.13785535111025507,0.17686770811965172,1.0
gain_vs_student,h1__student_t_state,zero,248,10,2000,0.15648093092231738,0.13085826074575074,0.18255764686505757,1.0
gain_vs_student,h1__student_t_state,zero,248,20,2000,0.15648093092231738,0.1287848846558334,0.1874510306884942,1.0
gain_vs_student,h2__gaussian,zero,248,1,2000,-0.2350153801993055,-0.25263553485239826,-0.21812386173799217,0.0
gain_vs_student,h2__gaussian,zero,248,5,2000,-0.2350153801993055,-0.2641314094995452,-0.2055086974260748,0.0
gain_vs_student,h2__gaussian,zero,248,10,2000,-0.2350153801993055,-0.2713906111688448,-0.19824399282591415,0.0
gain_vs_student,h2__gaussian,zero,248,20,2000,-0.2350153801993055,-0.27908241879368717,-0.1915201365389481,0.0
gain_vs_student,h2__gaussian_hmm,zero,248,1,2000,0.12840086362872366,0.11704949738854407,0.1402712161154798,1.0
gain_vs_student,h2__gaussian_hmm,zero,248,5,2000,0.12840086362872366,0.11018911825515529,0.14819708459127603,1.0
gain_vs_student,h2__gaussian_hmm,zero,248,10,2000,0.12840086362872366,0.1042631669002366,0.15284846972051858,1.0
gain_vs_student,h2__gaussian_hmm,zero,248,20,2000,0.12840086362872366,0.10203848667060426,0.1576818724971087,1.0
gain_vs_student,h2__gmm,zero,248,1,2000,-0.005222369453748669,-0.006531176853139267,-0.003891005413807085,0.0
gain_vs_student,h2__gmm,zero,248,5,2000,-0.005222369453748669,-0.006913312528093456,-0.003456079238592224,0.0
gain_vs_student,h2__gmm,zero,248,10,2000,-0.005222369453748669,-0.007249508683346772,-0.0030835726270277176,0.0
gain_vs_student,h2__gmm,zero,248,20,2000,-0.005222369453748669,-0.007527560690249321,-0.002843607341346442,0.0
gain_vs_student,h2__student_t,zero,248,1,2000,0.0,0.0,0.0,0.0
gain_vs_student,h2__student_t,zero,248,5,2000,0.0,0.0,0.0,0.0
gain_vs_student,h2__student_t,zero,248,10,2000,0.0,0.0,0.0,0.0
gain_vs_student,h2__student_t,zero,248,20,2000,0.0,0.0,0.0,0.0
gain_vs_student,h2__student_t_shared,zero,248,1,2000,0.13261610651765462,0.12105065967599819,0.14453403937656079,1.0
gain_vs_student,h2__student_t_shared,zero,248,5,2000,0.13261610651765462,0.11378864681669477,0.153033817638715,1.0
gain_vs_student,h2__student_t_shared,zero,248,10,2000,0.13261610651765462,0.10793801901566973,0.15825072081611968,1.0
gain_vs_student,h2__student_t_shared,zero,248,20,2000,0.13261610651765462,0.10533608623129402,0.16318202176563423,1.0
gain_vs_student,h2__student_t_state,zero,248,1,2000,0.13037621575652858,0.11868152998867279,0.14252359336789902,1.0
gain_vs_student,h2__student_t_state,zero,248,5,2000,0.13037621575652858,0.11135962008667012,0.15069779928335136,1.0
gain_vs_student,h2__student_t_state,zero,248,10,2000,0.13037621575652858,0.10523652336431062,0.15623172872384392,1.0
gain_vs_student,h2__student_t_state,zero,248,20,2000,0.13037621575652858,0.10277636184132785,0.1613824679472663,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,248,1,2000,0.026531275843946912,0.02206439976749842,0.030853363739437815,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,248,5,2000,0.026531275843946912,0.02215409481664033,0.03089530581879054,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,248,10,2000,0.026531275843946912,0.022101322641127165,0.030919599379145294,1.0
horizon_gain_difference,h1__gaussian_hmm,h2__gaussian_hmm,248,20,2000,0.026531275843946912,0.022543225928763597,0.03059574142217376,1.0
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,248,1,2000,-0.0010977492431124163,-0.00249884645349896,0.00025880114443451417,0.0605
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,248,5,2000,-0.0010977492431124163,-0.0025601293470607356,0.00034643847586256205,0.078
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,248,10,2000,-0.0010977492431124163,-0.0026659835202807814,0.0004696690053441319,0.0875
hmm_family_difference,h1__gaussian_hmm,h1__student_t_shared,248,20,2000,-0.0010977492431124163,-0.0026265384591357484,0.00053405191203944,0.0915
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,248,1,2000,-0.0015487914496468494,-0.0028991365601945887,-0.0002648110944499375,0.006
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,248,5,2000,-0.0015487914496468494,-0.002953046892389985,-0.0001596748874901679,0.0165
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,248,10,2000,-0.0015487914496468494,-0.0031085442256232492,1.7381571444618992e-05,0.0255
hmm_family_difference,h1__gaussian_hmm,h1__student_t_state,248,20,2000,-0.0015487914496468494,-0.00312062897502231,0.00020311789433298863,0.034
hmm_family_difference,h1__student_t_shared,h1__student_t_state,248,1,2000,-0.00045104220653443297,-0.0006578113403936021,-0.00024054966318010304,0.0
hmm_family_difference,h1__student_t_shared,h1__student_t_state,248,5,2000,-0.00045104220653443297,-0.000704839999818434,-0.00020963917911981424,0.0005
hmm_family_difference,h1__student_t_shared,h1__student_t_state,248,10,2000,-0.00045104220653443297,-0.0007019660899810143,-0.00021300358567794033,0.0
hmm_family_difference,h1__student_t_shared,h1__student_t_state,248,20,2000,-0.00045104220653443297,-0.0006501999674569044,-0.00024076576049819994,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,248,1,2000,-0.004215242888930965,-0.005544243360396071,-0.0029681990258997406,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,248,5,2000,-0.004215242888930965,-0.0057945994301816395,-0.002718359318956111,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,248,10,2000,-0.004215242888930965,-0.005840827930096247,-0.0026498643013435283,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_shared,248,20,2000,-0.004215242888930965,-0.005945547680750654,-0.002472855998812883,0.0
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,248,1,2000,-0.001975352127804953,-0.0038656703583271855,-0.00017543527101421938,0.016
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,248,5,2000,-0.001975352127804953,-0.0037535156036920952,-7.942209079936512e-05,0.0195
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,248,10,2000,-0.001975352127804953,-0.003954344599228631,5.037847549453786e-05,0.0275
hmm_family_difference,h2__gaussian_hmm,h2__student_t_state,248,20,2000,-0.001975352127804953,-0.0039776927164625045,-8.899309648281416e-05,0.018
hmm_family_difference,h2__student_t_shared,h2__student_t_state,248,1,2000,0.0022398907611260125,0.0009033936925374499,0.003514461830459755,1.0
hmm_family_difference,h2__student_t_shared,h2__student_t_state,248,5,2000,0.0022398907611260125,0.0009387793485064672,0.0036001541798046863,1.0
hmm_family_difference,h2__student_t_shared,h2__student_t_state,248,10,2000,0.0022398907611260125,0.0008718028203825973,0.0038623215415544035,1.0
hmm_family_difference,h2__student_t_shared,h2__student_t_state,248,20,2000,0.0022398907611260125,0.0006945509527559939,0.0039705039972829665,0.9995
