model_key,fold,event,stable_state_id,cost
h1__gaussian_hmm,6,new,h1__gaussian_hmm::R001,
h1__gaussian_hmm,6,new,h1__gaussian_hmm::R002,
h1__gaussian_hmm,6,new,h1__gaussian_hmm::R003,
h1__gaussian_hmm,6,new,h1__gaussian_hmm::R004,
h1__gaussian_hmm,6,new,h1__gaussian_hmm::R005,
h1__gaussian_hmm,6,new,h1__gaussian_hmm::R006,
h1__gaussian_hmm,6,new,h1__gaussian_hmm::R007,
h1__gaussian_hmm,7,matched,h1__gaussian_hmm::R001,0.037924956340584404
h1__gaussian_hmm,7,matched,h1__gaussian_hmm::R003,1.09182505783228
h1__gaussian_hmm,7,matched,h1__gaussian_hmm::R006,0.05602447269433462
h1__gaussian_hmm,7,matched,h1__gaussian_hmm::R007,0.05873964729507007
h1__gaussian_hmm,7,retired,h1__gaussian_hmm::R002,
h1__gaussian_hmm,7,retired,h1__gaussian_hmm::R004,
h1__gaussian_hmm,7,retired,h1__gaussian_hmm::R005,
h1__student_t_shared,6,new,h1__student_t_shared::R001,
h1__student_t_shared,6,new,h1__student_t_shared::R002,
h1__student_t_shared,6,new,h1__student_t_shared::R003,
h1__student_t_shared,6,new,h1__student_t_shared::R004,
h1__student_t_shared,6,new,h1__student_t_shared::R005,
h1__student_t_shared,6,new,h1__student_t_shared::R006,
h1__student_t_shared,6,new,h1__student_t_shared::R007,
h1__student_t_shared,7,matched,h1__student_t_shared::R001,0.5594168713252321
h1__student_t_shared,7,matched,h1__student_t_shared::R002,0.6196392525718067
h1__student_t_shared,7,matched,h1__student_t_shared::R003,0.28071769314452677
h1__student_t_shared,7,matched,h1__student_t_shared::R004,0.5265008066209718
h1__student_t_shared,7,matched,h1__student_t_shared::R006,0.38540710347140755
h1__student_t_shared,7,matched,h1__student_t_shared::R007,0.45274977185599635
h1__student_t_shared,7,retired,h1__student_t_shared::R005,
h1__student_t_state,6,new,h1__student_t_state::R001,
h1__student_t_state,6,new,h1__student_t_state::R002,
h1__student_t_state,6,new,h1__student_t_state::R003,
h1__student_t_state,6,new,h1__student_t_state::R004,
h1__student_t_state,6,new,h1__student_t_state::R005,
h1__student_t_state,6,new,h1__student_t_state::R006,
h1__student_t_state,6,new,h1__student_t_state::R007,
h1__student_t_state,7,matched,h1__student_t_state::R001,0.054317458802261936
h1__student_t_state,7,matched,h1__student_t_state::R002,0.07211311864488869
h1__student_t_state,7,matched,h1__student_t_state::R003,0.13018367372407103
h1__student_t_state,7,matched,h1__student_t_state::R004,0.11643595916672755
h1__student_t_state,7,matched,h1__student_t_state::R005,0.10098331827064495
h1__student_t_state,7,matched,h1__student_t_state::R006,0.10684202409887167
h1__student_t_state,7,matched,h1__student_t_state::R007,0.1432637512873787
h2__gaussian_hmm,6,new,h2__gaussian_hmm::R001,
h2__gaussian_hmm,6,new,h2__gaussian_hmm::R002,
h2__gaussian_hmm,6,new,h2__gaussian_hmm::R003,
h2__gaussian_hmm,6,new,h2__gaussian_hmm::R004,
h2__gaussian_hmm,6,new,h2__gaussian_hmm::R005,
h2__gaussian_hmm,6,new,h2__gaussian_hmm::R006,
h2__gaussian_hmm,6,new,h2__gaussian_hmm::R007,
h2__gaussian_hmm,7,matched,h2__gaussian_hmm::R001,0.021946891671383837
h2__gaussian_hmm,7,matched,h2__gaussian_hmm::R002,0.954677545530072
h2__gaussian_hmm,7,matched,h2__gaussian_hmm::R006,0.054788580738034304
h2__gaussian_hmm,7,matched,h2__gaussian_hmm::R007,0.0574501686490759
h2__gaussian_hmm,7,retired,h2__gaussian_hmm::R003,
h2__gaussian_hmm,7,retired,h2__gaussian_hmm::R004,
h2__gaussian_hmm,7,retired,h2__gaussian_hmm::R005,
h2__student_t_shared,6,new,h2__student_t_shared::R001,
h2__student_t_shared,6,new,h2__student_t_shared::R002,
h2__student_t_shared,6,new,h2__student_t_shared::R003,
h2__student_t_shared,6,new,h2__student_t_shared::R004,
h2__student_t_shared,6,new,h2__student_t_shared::R005,
h2__student_t_shared,6,new,h2__student_t_shared::R006,
h2__student_t_shared,6,new,h2__student_t_shared::R007,
h2__student_t_shared,7,matched,h2__student_t_shared::R001,0.026906651531411856
h2__student_t_shared,7,matched,h2__student_t_shared::R002,0.3320368121501984
h2__student_t_shared,7,matched,h2__student_t_shared::R003,0.3931714186927725
h2__student_t_shared,7,matched,h2__student_t_shared::R006,0.07670469218682113
h2__student_t_shared,7,matched,h2__student_t_shared::R007,0.0869380151210274
h2__student_t_shared,7,retired,h2__student_t_shared::R004,
h2__student_t_shared,7,retired,h2__student_t_shared::R005,
h2__student_t_state,6,new,h2__student_t_state::R001,
h2__student_t_state,6,new,h2__student_t_state::R002,
h2__student_t_state,6,new,h2__student_t_state::R003,
h2__student_t_state,6,new,h2__student_t_state::R004,
h2__student_t_state,6,new,h2__student_t_state::R005,
h2__student_t_state,6,new,h2__student_t_state::R006,
h2__student_t_state,6,new,h2__student_t_state::R007,
h2__student_t_state,7,matched,h2__student_t_state::R001,0.051027111095862505
h2__student_t_state,7,matched,h2__student_t_state::R002,0.1245012344468005
h2__student_t_state,7,matched,h2__student_t_state::R003,0.0879111813007892
h2__student_t_state,7,matched,h2__student_t_state::R004,0.10625065854311208
h2__student_t_state,7,matched,h2__student_t_state::R005,0.16010284281770837
h2__student_t_state,7,matched,h2__student_t_state::R006,0.08582116567444902
h2__student_t_state,7,matched,h2__student_t_state::R007,0.10875388921131102
