horizon_min,family,time_bucket,observations,mean_gain_vs_student,mean_confidence
1,gaussian_hmm,AM_close_30m,7441,0.19442034287051735,0.8098766319940661
1,gaussian_hmm,AM_middle,22350,0.17949994522155444,0.8031791997868262
1,gaussian_hmm,AM_open_30m,7427,0.12062891925838556,0.728966783053034
1,gaussian_hmm,PM_close_30m,7444,0.07086731314746737,0.7127738103700352
1,gaussian_hmm,PM_middle,7441,0.0882044987917212,0.7282484095471953
1,gaussian_hmm,PM_open_30m,7444,0.13128701426700365,0.750447324959281
1,student_t_shared,AM_close_30m,7441,0.1920917199566229,0.7183725325505352
1,student_t_shared,AM_middle,22350,0.17886072597772767,0.7177581990903287
1,student_t_shared,AM_open_30m,7427,0.11615433441300393,0.6390164341116698
1,student_t_shared,PM_close_30m,7444,0.06691051178125534,0.6230605676413232
1,student_t_shared,PM_middle,7441,0.0866854277511873,0.6498347866125115
1,student_t_shared,PM_open_30m,7444,0.13023214412628203,0.6538529842360863
1,student_t_state,AM_close_30m,7441,0.2015507122026406,0.7826835355660491
1,student_t_state,AM_middle,22350,0.18427887827214368,0.769710221710137
1,student_t_state,AM_open_30m,7427,0.1215168639439231,0.6603557369781151
1,student_t_state,PM_close_30m,7444,0.07369052603398246,0.6308657120507524
1,student_t_state,PM_middle,7441,0.09339852608958286,0.6837726536550893
1,student_t_state,PM_open_30m,7444,0.13769053312467133,0.6993409380672508
2,gaussian_hmm,AM_close_30m,3718,0.17640104483386276,0.7630024953509775
2,gaussian_hmm,AM_middle,11171,0.14654034805854155,0.7411947621688145
2,gaussian_hmm,AM_open_30m,3711,0.07726832722414625,0.6574107038063219
2,gaussian_hmm,PM_close_30m,3719,0.053199060337873055,0.6801950445130445
2,gaussian_hmm,PM_middle,3720,0.06991797163046938,0.6997217094502813
2,gaussian_hmm,PM_open_30m,3720,0.09779645259933589,0.6848053817620121
2,student_t_shared,AM_close_30m,3718,0.18499821350768814,0.7293026592301862
2,student_t_shared,AM_middle,11171,0.15527471845408158,0.6929130074928822
2,student_t_shared,AM_open_30m,3711,0.08458232357608066,0.5836407430233541
2,student_t_shared,PM_close_30m,3719,0.05907149586824689,0.6383783569188222
2,student_t_shared,PM_middle,3720,0.07440073419465684,0.6521528890602555
2,student_t_shared,PM_open_30m,3720,0.10305856982256374,0.6206362136160334
2,student_t_state,AM_close_30m,3718,0.18580845941496368,0.7296169399573289
2,student_t_state,AM_middle,11171,0.15632207742512705,0.6962864625446658
2,student_t_state,AM_open_30m,3711,0.09119732830871444,0.595136138275061
2,student_t_state,PM_close_30m,3719,0.0605820949619054,0.6419271185913662
2,student_t_state,PM_middle,3720,0.07541389757002748,0.6565938068904473
2,student_t_state,PM_open_30m,3720,0.10357468334052616,0.6322928688171716
